DATE,TIME,close,vol
20220826,084500,15271,339.0
20220826,084500,15274,1.0
20220826,084500,15271,1.0
20220826,084500,15271,1.0
20220826,084500,15271,1.0
20220826,084500,15271,1.0
20220826,084500,15274,1.0
20220826,084500,15271,1.0
20220826,084500,15274,1.0
20220826,084500,15274,4.0
20220826,084500,15275,4.0
20220826,084500,15276,1.0
20220826,084500,15276,1.0
20220826,084500,15275,1.0
20220826,084500,15278,2.0
20220826,084500,15278,2.0
20220826,084500,15279,2.0
20220826,084500,15280,2.0
20220826,084500,15280,2.0
20220826,084500,15280,1.0
20220826,084500,15274,1.0
20220826,084500,15275,1.0
20220826,084500,15276,1.0
20220826,084500,15276,1.0
20220826,084500,15275,1.0
20220826,084500,15274,1.0
20220826,084500,15276,1.0
20220826,084500,15275,1.0
20220826,084500,15274,1.0
20220826,084500,15275,1.0
20220826,084500,15276,3.0
20220826,084500,15277,1.0
20220826,084500,15277,1.0
20220826,084500,15278,2.0
20220826,084500,15280,1.0
20220826,084500,15279,1.0
20220826,084500,15279,3.0
20220826,084500,15280,1.0
20220826,084500,15279,1.0
20220826,084500,15280,1.0
20220826,084500,15279,1.0
20220826,084500,15280,1.0
20220826,084500,15279,1.0
20220826,084500,15280,1.0
20220826,084500,15279,1.0
20220826,084500,15279,1.0
20220826,084500,15278,1.0
20220826,084500,15279,1.0
20220826,084500,15280,1.0
20220826,084500,15281,3.0
20220826,084500,15282,4.0
20220826,084500,15282,2.0
20220826,084500,15282,1.0
20220826,084500,15282,1.0
20220826,084500,15283,5.0
20220826,084500,15284,3.0
20220826,084500,15281,1.0
20220826,084500,15280,1.0
20220826,084500,15283,2.0
20220826,084500,15284,2.0
20220826,084500,15284,1.0
20220826,084500,15285,1.0
20220826,084500,15280,1.0
20220826,084500,15280,1.0
20220826,084500,15280,1.0
20220826,084500,15279,1.0
20220826,084500,15284,3.0
20220826,084500,15285,14.0
20220826,084500,15286,4.0
20220826,084500,15287,4.0
20220826,084500,15288,20.0
20220826,084500,15289,1.0
20220826,084500,15289,1.0
20220826,084500,15286,1.0
20220826,084500,15286,1.0
20220826,084500,15285,1.0
20220826,084500,15289,1.0
20220826,084500,15285,1.0
20220826,084500,15284,1.0
20220826,084500,15284,1.0
20220826,084500,15284,1.0
20220826,084500,15288,1.0
20220826,084500,15288,3.0
20220826,084500,15289,1.0
20220826,084500,15286,1.0
20220826,084500,15288,1.0
20220826,084500,15285,1.0
20220826,084500,15289,1.0
20220826,084500,15285,1.0
20220826,084500,15285,1.0
20220826,084500,15288,1.0
20220826,084500,15285,1.0
20220826,084500,15288,1.0
20220826,084500,15286,1.0
20220826,084500,15289,2.0
20220826,084500,15289,2.0
20220826,084500,15289,1.0
20220826,084500,15285,1.0
20220826,084500,15285,1.0
20220826,084500,15285,1.0
20220826,084500,15285,1.0
20220826,084500,15285,1.0
20220826,084500,15284,1.0
20220826,084500,15287,3.0
20220826,084500,15288,8.0
20220826,084500,15289,20.0
20220826,084500,15290,14.0
20220826,084500,15287,1.0
20220826,084500,15290,1.0
20220826,084500,15290,3.0
20220826,084500,15287,1.0
20220826,084500,15286,1.0
20220826,084500,15287,1.0
20220826,084500,15290,6.0
20220826,084500,15289,1.0
20220826,084500,15290,1.0
20220826,084500,15287,1.0
20220826,084500,15286,1.0
20220826,084500,15287,1.0
20220826,084500,15287,1.0
20220826,084501,15286,1.0
20220826,084501,15286,1.0
20220826,084501,15286,1.0
20220826,084501,15287,1.0
20220826,084501,15286,1.0
20220826,084501,15286,1.0
20220826,084501,15285,1.0
20220826,084501,15285,1.0
20220826,084501,15285,1.0
20220826,084501,15285,1.0
20220826,084501,15285,1.0
20220826,084501,15285,1.0
20220826,084501,15285,1.0
20220826,084501,15285,1.0
20220826,084501,15285,1.0
20220826,084501,15285,1.0
20220826,084501,15285,1.0
20220826,084501,15285,1.0
20220826,084501,15286,1.0
20220826,084501,15286,1.0
20220826,084501,15286,1.0
20220826,084501,15286,1.0
20220826,084501,15287,1.0
20220826,084501,15285,2.0
20220826,084501,15286,1.0
20220826,084501,15287,1.0
20220826,084501,15286,2.0
20220826,084501,15284,2.0
20220826,084501,15284,1.0
20220826,084501,15283,1.0
20220826,084501,15283,1.0
20220826,084501,15284,1.0
20220826,084501,15283,1.0
20220826,084501,15284,1.0
20220826,084501,15284,1.0
20220826,084501,15281,1.0
20220826,084501,15281,1.0
20220826,084501,15281,1.0
20220826,084501,15281,2.0
20220826,084501,15280,1.0
20220826,084501,15279,1.0
20220826,084501,15281,1.0
20220826,084501,15279,1.0
20220826,084501,15279,1.0
20220826,084501,15279,1.0
20220826,084501,15281,2.0
20220826,084501,15281,2.0
20220826,084501,15281,1.0
20220826,084501,15281,9.0
20220826,084501,15284,1.0
20220826,084501,15284,1.0
20220826,084501,15285,1.0
20220826,084501,15283,1.0
20220826,084501,15283,1.0
20220826,084501,15283,1.0
20220826,084501,15285,1.0
20220826,084501,15286,1.0
20220826,084501,15286,1.0
20220826,084501,15287,3.0
20220826,084501,15287,1.0
20220826,084501,15287,5.0
20220826,084502,15287,1.0
20220826,084502,15284,1.0
20220826,084502,15286,1.0
20220826,084502,15287,1.0
20220826,084502,15283,1.0
20220826,084502,15283,1.0
20220826,084502,15282,1.0
20220826,084502,15283,1.0
20220826,084502,15283,1.0
20220826,084502,15283,1.0
20220826,084502,15284,1.0
20220826,084502,15283,1.0
20220826,084502,15282,1.0
20220826,084502,15281,1.0
20220826,084502,15282,1.0
20220826,084502,15284,1.0
20220826,084502,15284,1.0
20220826,084502,15285,4.0
20220826,084502,15285,1.0
20220826,084502,15286,4.0
20220826,084502,15284,1.0
20220826,084502,15284,1.0
20220826,084502,15285,1.0
20220826,084502,15283,1.0
20220826,084502,15283,1.0
20220826,084502,15282,1.0
20220826,084503,15284,1.0
20220826,084503,15284,1.0
20220826,084503,15285,1.0
20220826,084503,15285,1.0
20220826,084503,15284,1.0
20220826,084503,15284,1.0
20220826,084503,15285,2.0
20220826,084503,15282,1.0
20220826,084503,15282,1.0
20220826,084503,15282,1.0
20220826,084503,15281,1.0
20220826,084503,15285,1.0
20220826,084503,15285,1.0
20220826,084503,15284,1.0
20220826,084503,15285,1.0
20220826,084503,15282,1.0
20220826,084503,15285,1.0
20220826,084503,15284,1.0
20220826,084503,15284,1.0
20220826,084503,15283,3.0
20220826,084503,15283,1.0
20220826,084503,15282,1.0
20220826,084503,15283,1.0
20220826,084503,15282,1.0
20220826,084503,15282,1.0
20220826,084503,15282,1.0
20220826,084504,15283,6.0
20220826,084504,15284,4.0
20220826,084504,15285,11.0
20220826,084504,15285,1.0
20220826,084504,15285,26.0
20220826,084504,15285,2.0
20220826,084504,15284,1.0
20220826,084504,15283,1.0
20220826,084504,15283,1.0
20220826,084504,15285,1.0
20220826,084504,15282,1.0
20220826,084504,15282,1.0
20220826,084504,15282,1.0
20220826,084504,15282,1.0
20220826,084504,15281,1.0
20220826,084504,15283,1.0
20220826,084505,15283,1.0
20220826,084505,15282,1.0
20220826,084505,15281,2.0
20220826,084505,15281,2.0
20220826,084505,15280,1.0
20220826,084505,15279,1.0
20220826,084505,15279,1.0
20220826,084505,15281,1.0
20220826,084505,15282,9.0
20220826,084505,15279,1.0
20220826,084505,15279,1.0
20220826,084505,15279,1.0
20220826,084505,15278,1.0
20220826,084505,15278,1.0
20220826,084505,15278,1.0
20220826,084505,15278,1.0
20220826,084505,15278,1.0
20220826,084505,15277,1.0
20220826,084505,15278,1.0
20220826,084506,15281,4.0
20220826,084506,15282,4.0
20220826,084506,15280,2.0
20220826,084506,15281,1.0
20220826,084506,15281,2.0
20220826,084506,15281,2.0
20220826,084506,15281,1.0
20220826,084506,15282,3.0
20220826,084506,15281,2.0
20220826,084507,15282,1.0
20220826,084507,15280,1.0
20220826,084507,15280,1.0
20220826,084507,15282,1.0
20220826,084507,15280,1.0
20220826,084507,15281,1.0
20220826,084507,15282,1.0
20220826,084507,15282,2.0
20220826,084507,15281,1.0
20220826,084507,15281,1.0
20220826,084507,15281,1.0
20220826,084507,15281,1.0
20220826,084508,15282,1.0
20220826,084508,15283,20.0
20220826,084508,15283,8.0
20220826,084508,15283,19.0
20220826,084508,15283,8.0
20220826,084508,15282,1.0
20220826,084508,15282,1.0
20220826,084508,15281,2.0
20220826,084508,15281,1.0
20220826,084508,15281,1.0
20220826,084508,15281,1.0
20220826,084508,15282,1.0
20220826,084508,15282,2.0
20220826,084508,15280,1.0
20220826,084508,15280,1.0
20220826,084508,15280,1.0
20220826,084508,15280,1.0
20220826,084508,15280,1.0
20220826,084508,15280,2.0
20220826,084508,15280,1.0
20220826,084508,15279,1.0
20220826,084508,15279,1.0
