DATE,TIME,close,vol
20221017,084500,12964,402.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,2.0
20221017,084500,12963,1.0
20221017,084500,12964,4.0
20221017,084500,12965,3.0
20221017,084500,12963,2.0
20221017,084500,12963,1.0
20221017,084500,12963,2.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12963,3.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12963,1.0
20221017,084500,12962,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12962,1.0
20221017,084500,12964,2.0
20221017,084500,12965,1.0
20221017,084500,12962,1.0
20221017,084500,12965,3.0
20221017,084500,12965,1.0
20221017,084500,12966,3.0
20221017,084500,12962,2.0
20221017,084500,12962,1.0
20221017,084500,12966,4.0
20221017,084500,12963,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12963,1.0
20221017,084500,12965,1.0
20221017,084500,12965,1.0
20221017,084500,12962,1.0
20221017,084500,12961,2.0
20221017,084500,12965,1.0
20221017,084500,12961,1.0
20221017,084500,12965,1.0
20221017,084500,12965,1.0
20221017,084500,12965,1.0
20221017,084500,12963,1.0
20221017,084500,12965,2.0
20221017,084500,12966,2.0
20221017,084500,12966,1.0
20221017,084500,12966,1.0
20221017,084500,12966,1.0
20221017,084500,12964,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12962,1.0
20221017,084500,12963,1.0
20221017,084500,12966,1.0
20221017,084500,12964,2.0
20221017,084500,12966,1.0
20221017,084500,12966,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12966,2.0
20221017,084500,12967,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12967,1.0
20221017,084500,12966,1.0
20221017,084500,12966,2.0
20221017,084500,12967,1.0
20221017,084500,12964,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12966,1.0
20221017,084500,12967,2.0
20221017,084500,12963,1.0
20221017,084500,12966,1.0
20221017,084500,12967,2.0
20221017,084500,12966,1.0
20221017,084500,12967,3.0
20221017,084500,12964,1.0
20221017,084500,12964,1.0
20221017,084500,12966,2.0
20221017,084500,12966,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12966,1.0
20221017,084500,12966,3.0
20221017,084500,12967,12.0
20221017,084500,12965,1.0
20221017,084500,12964,1.0
20221017,084500,12967,1.0
20221017,084500,12964,1.0
20221017,084500,12967,1.0
20221017,084500,12968,1.0
20221017,084500,12964,1.0
20221017,084500,12964,1.0
20221017,084500,12967,1.0
20221017,084500,12964,1.0
20221017,084500,12964,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12966,1.0
20221017,084500,12967,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12963,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12963,1.0
20221017,084500,12962,1.0
20221017,084500,12961,1.0
20221017,084500,12961,1.0
20221017,084500,12961,1.0
20221017,084500,12964,1.0
20221017,084500,12961,1.0
20221017,084500,12960,1.0
20221017,084500,12961,1.0
20221017,084500,12961,1.0
20221017,084500,12961,1.0
20221017,084500,12962,1.0
20221017,084500,12960,4.0
20221017,084500,12960,1.0
20221017,084500,12962,1.0
20221017,084500,12962,1.0
20221017,084500,12963,1.0
20221017,084500,12961,1.0
20221017,084500,12964,1.0
20221017,084500,12964,1.0
20221017,084500,12964,4.0
20221017,084500,12962,1.0
20221017,084500,12964,1.0
20221017,084500,12964,1.0
20221017,084500,12964,1.0
20221017,084500,12965,1.0
20221017,084500,12965,1.0
20221017,084500,12965,2.0
20221017,084500,12966,1.0
20221017,084500,12966,2.0
20221017,084500,12966,1.0
20221017,084500,12966,1.0
20221017,084500,12962,1.0
20221017,084500,12966,1.0
20221017,084500,12966,1.0
20221017,084500,12967,1.0
20221017,084500,12967,2.0
20221017,084500,12967,1.0
20221017,084500,12967,1.0
20221017,084500,12964,1.0
20221017,084500,12963,1.0
20221017,084500,12967,1.0
20221017,084500,12968,12.0
20221017,084500,12968,1.0
