DATE,TIME,open,high,low,close,volume,max_vol,avg_price,b_pwr,s_pwr,avg_5m
20210916,84500,17298.0,17302.0,17292.0,17300.0,50.0,276.0,17217.996376811596,17295.625,17210.603174603173,17296.22
20210916,85000,17299.0,17307.0,17297.0,17307.0,8.0,284.0,17220.302816901407,17296.6875,17210.603174603173,17299.875
20210916,85500,17305.0,17306.0,17298.0,17298.0,5.0,289.0,17221.737024221453,17297.567567567567,17210.603174603173,17303.2
20210916,90000,17293.0,17305.0,17291.0,17291.0,27.0,316.0,17228.107594936708,17297.03125,17210.603174603173,17296.296296296296
20210916,90500,17309.0,17321.0,17309.0,17320.0,23.0,339.0,17234.16814159292,17302.42528735632,17210.603174603173,17317.434782608696
20210916,91000,17323.0,17323.0,17299.0,17303.0,31.0,370.0,17240.589189189188,17304.627118644068,17210.603174603173,17310.8064516129
20210916,91500,17301.0,17305.0,17301.0,17305.0,47.0,417.0,17247.489208633095,17303.82424242424,17210.603174603173,17301.808510638297
20210916,92000,17313.0,17313.0,17296.0,17296.0,20.0,437.0,17250.21967963387,17304.183783783785,17210.603174603173,17307.15
20210916,92500,17296.0,17307.0,17291.0,17307.0,5.0,442.0,17250.76470588235,17304.031578947368,17210.603174603173,17298.4
20210916,93000,17316.0,17317.0,17228.0,17242.0,42.0,484.0,17253.30578512397,17303.32876712329,17211.96603773585,17280.04761904762
20210916,93500,17247.0,17275.0,17245.0,17275.0,28.0,512.0,17253.212890625,17302.46875,17214.902777777777,17251.60714285714
20210916,94000,17265.0,17270.0,17263.0,17265.0,6.0,518.0,17253.35714285714,17301.508695652174,17214.902777777777,17265.666666666668
20210916,94500,17259.0,17260.0,17240.0,17240.0,15.0,533.0,17253.215759849907,17300.773504273504,17215.996655518396,17248.333333333332
20210916,95000,17251.0,17253.0,17240.0,17253.0,16.0,549.0,17252.961748633883,17300.570212765957,17217.33121019108,17244.5
20210916,95500,17240.0,17252.0,17235.0,17241.0,25.0,574.0,17252.456445993033,17300.570212765957,17219.10324483776,17241.36
20210916,100000,17241.0,17242.0,17213.0,17220.0,35.0,609.0,17250.842364532018,17300.570212765957,17219.596256684494,17224.371428571427
20210916,100500,17219.0,17219.0,17200.0,17213.0,39.0,648.0,17248.195987654322,17300.570212765957,17218.394673123486,17206.871794871793
20210916,101000,17213.0,17219.0,17205.0,17208.0,9.0,657.0,17247.69406392694,17300.570212765957,17218.248815165876,17211.55555555556
20210916,101500,17205.0,17205.0,17182.0,17193.0,24.0,681.0,17245.760646108665,17300.570212765957,17216.881165919283,17192.833333333332
