DATE,TIME,open,high,low,close,volume,max_vol,avg_price,b_pwr,s_pwr,avg_5m
20210104,84500,14640,14656,14635,14651,3064.0,3064.0,14644.896866840732,14647.990181639669,14638.760233918127,14644.896866840732
20210104,85000,14651,14665,14647,14658,1469.0,4533.0,14648.608427090227,14651.492869366799,14638.760233918127,14656.349897889719
20210104,85500,14657,14663,14643,14659,1905.0,6438.0,14649.777415346382,14652.354112205912,14641.031420765026,14652.55905511811
20210104,90000,14664,14675,14648,14670,4035.0,10473.0,14655.399789936026,14658.120199146517,14644.135559921417,14664.370508054522
20210104,90500,14668,14718,14667,14716,7265.0,17738.0,14672.853985793214,14676.5800904401,14644.135559921417,14698.015416379905
20210104,91000,14716,14721,14697,14709,3519.0,21257.0,14679.12353577645,14682.831893860564,14644.135559921417,14710.726058539358
20210104,91500,14709,14716,14650,14653,5296.0,26553.0,14680.004368621248,14685.03553483319,14655.098856758574,14683.539841389731
20210104,92000,14657,14688,14656,14686,2673.0,29226.0,14679.014233901318,14684.992826270998,14659.23562370982,14669.178451178452
20210104,92500,14687,14733,14685,14722,4578.0,33804.0,14683.408324458645,14689.477036379112,14659.23562370982,14711.46024464832
20210104,93000,14725,14730,14705,14722,3012.0,36816.0,14686.326624293786,14692.445809609431,14659.23562370982,14719.079017264276
20210104,93500,14722,14738,14705,14716,3338.0,40154.0,14689.309707625642,14695.423151838422,14659.23562370982,14722.21120431396
20210104,94000,14716,14750,14716,14748,3869.0,44023.0,14693.548963042049,14699.799409237381,14659.23562370982,14737.545619023003
20210104,94500,14747,14765,14739,14762,3621.0,47644.0,14697.87987994291,14704.295367220577,14659.23562370982,14750.533830433582
20210104,95000,14763,14783,14759,14772,4108.0,51752.0,14703.705306075128,14710.413418132493,14659.23562370982,14771.267770204478
20210104,95500,14772,14778,14764,14775,1853.0,53605.0,14706.014028542111,14712.79112383068,14659.23562370982,14770.493793847814
20210104,100000,14773,14791,14771,14781,2922.0,56527.0,14709.912714278133,14716.823335477646,14659.23562370982,14781.435318275157
20210104,100500,14784,14799,14781,14789,2853.0,59380.0,14713.810744358369,14720.849211932242,14659.23562370982,14791.043112513145
20210104,101000,14789,14799,14784,14794,1649.0,61029.0,14715.899064379231,14722.984699332668,14659.23562370982,14791.098847786538
20210104,101500,14796,14818,14787,14814,3584.0,64613.0,14720.675916611208,14727.882707937055,14659.23562370982,14802.017020089286
20210104,102000,14812,14832,14804,14831,3238.0,67851.0,14725.33470398373,14732.676835658609,14659.23562370982,14818.29894996912
20210104,102500,14832,14843,14829,14842,2729.0,70580.0,14729.570175687162,14737.048560277131,14659.23562370982,14834.87651154269
20210104,103000,14839,14851,14833,14850,1963.0,72543.0,14732.618639979048,14740.188229927007,14659.23562370982,14842.226693835966
20210104,103500,14851,14852,14807,14817,4025.0,76568.0,14737.541139901787,14745.152597263022,14659.23562370982,14826.259875776397
20210104,104000,14818,14833,14808,14830,1926.0,78494.0,14739.527989400463,14747.12295184839,14659.23562370982,14818.515057113189
20210104,104500,14830,14836,14822,14833,1235.0,79729.0,14740.925748472951,14748.522098538646,14659.23562370982,14829.764372469635
20210104,105000,14835,14846,14830,14845,1725.0,81454.0,14743.000012276867,14750.6092994603,14659.23562370982,14838.871884057971
20210104,105500,14845,14846,14828,14832,1573.0,83027.0,14744.779047779637,14752.389617543677,14659.23562370982,14836.902097902097
20210104,110000,14835,14840,14828,14840,1023.0,84050.0,14745.878453301606,14753.484773577336,14659.23562370982,14835.106549364617
20210104,110500,14840,14873,14840,14871,4185.0,88235.0,14751.208862696209,14758.868265972598,14659.23562370982,14858.26284348865
20210104,111000,14870,14883,14869,14881,2400.0,90635.0,14754.509659623765,14762.216846348329,14659.23562370982,14875.862083333332
20210104,111500,14879,14888,14879,14881,1867.0,92502.0,14757.1211108949,14764.867077310748,14659.23562370982,14883.896089983933
20210104,112000,14881,14904,14881,14902,2369.0,94871.0,14760.56221606181,14768.36483970575,14659.23562370982,14894.926551287463
20210104,112500,14898,14921,14895,14903,3949.0,98820.0,14766.439334142886,14774.340308788855,14659.23562370982,14907.63155229172
20210104,113000,14903,14910,14897,14910,1421.0,100241.0,14768.386289043403,14776.30843801494,14659.23562370982,14903.78254750176
20210104,113500,14910,14918,14907,14913,1368.0,101609.0,14770.341042624175,14778.288728829646,14659.23562370982,14913.576754385967
20210104,114000,14913,14919,14905,14909,1545.0,103154.0,14772.468580956629,14780.438596673272,14659.23562370982,14912.388996763753
20210104,114500,14907,14913,14893,14896,1602.0,104756.0,14774.457625338882,14782.435028017924,14659.23562370982,14902.533707865168
20210104,115000,14895,14901,14884,14885,1646.0,106402.0,14776.296516982764,14784.267318483422,14659.23562370982,14893.328675577155
20210104,115500,14885,14906,14885,14900,1077.0,107479.0,14777.505168451511,14785.472133947724,14659.23562370982,14896.913649025068
20210104,120000,14900,14906,14888,14906,1100.0,108579.0,14778.72090367382,14786.682787142916,14659.23562370982,14897.50818181818
20210104,120500,14906,14918,14903,14917,1104.0,109683.0,14780.052925248216,14788.017191448007,14659.23562370982,14911.057971014492
20210104,121000,14915,14920,14914,14918,842.0,110525.0,14781.104302194073,14789.072670663762,14659.23562370982,14918.061757719717
20210104,121500,14920,14925,14909,14911,1370.0,111895.0,14782.791206041376,14790.764574929599,14659.23562370982,14918.882481751823
20210104,122000,14908,14925,14906,14922,1032.0,112927.0,14784.018684636978,14791.992971811878,14659.23562370982,14917.108527131782
20210104,122500,14920,14923,14912,14916,709.0,113636.0,14784.859217149497,14792.833949444563,14659.23562370982,14918.736248236954
20210104,123000,14915,14921,14910,14912,835.0,114471.0,14785.815071066036,14793.788175098432,14659.23562370982,14915.898203592815
20210104,123500,14910,14919,14908,14914,569.0,115040.0,14786.447435674549,14794.418254708702,14659.23562370982,14913.666080843584
20210104,124000,14914,14924,14913,14921,597.0,115637.0,14787.132189524114,14795.101962261379,14659.23562370982,14919.082077051926
20210104,124500,14921,14924,14903,14904,976.0,116613.0,14788.190364710625,14796.154666302467,14659.23562370982,14913.563524590163
