DATE,TIME,open,high,low,close,volume,max_vol,avg_price,b_pwr,s_pwr,avg_5m
20211216,84500,17719.0,17745.0,17719.0,17721.0,35.0,37.0,17726.62162162162,17729.4,17723.352941176472,17728.82857142857
20211216,85000,17719.0,17724.0,17714.0,17714.0,10.0,47.0,17725.34042553192,17729.4,17722.333333333332,17720.6
20211216,85500,17710.0,17717.0,17710.0,17717.0,6.0,53.0,17724.150943396227,17729.4,17720.969696969696,17714.833333333332
20211216,90000,17716.0,17733.0,17716.0,17727.0,24.0,77.0,17724.480519480516,17729.70588235294,17720.348837209298,17725.208333333332
20211216,90500,17723.0,17730.0,17700.0,17700.0,5.0,82.0,17724.207317073167,17729.63888888889,17719.956521739132,17720.0
20211216,91000,17703.0,17703.0,17689.0,17691.0,13.0,95.0,17720.326315789473,17729.63888888889,17714.64406779661,17695.846153846152
20211216,91500,17692.0,17697.0,17690.0,17693.0,12.0,107.0,17717.158878504673,17729.63888888889,17710.830985915494,17692.083333333332
20211216,92000,17683.0,17691.0,17680.0,17680.0,17.0,122.0,17713.27868852459,17729.63888888889,17706.43023255814,17685.882352941182
20211216,92500,17676.0,17686.0,17673.0,17681.0,13.0,135.0,17710.022222222222,17729.63888888889,17702.88888888889,17679.46153846154
20211216,93000,17685.0,17690.0,17668.0,17671.0,21.0,156.0,17706.314102564098,17729.63888888889,17699.316666666666,17682.47619047619
20211216,93500,17672.0,17672.0,17667.0,17667.0,4.0,160.0,17705.4125,17729.63888888889,17698.379032258064,17670.25
20211216,94000,17670.0,17670.0,17657.0,17670.0,15.0,175.0,17701.977142857144,17729.63888888889,17694.812949640287,17665.333333333332
20211216,94500,17668.0,17670.0,17660.0,17660.0,13.0,188.0,17699.30319148936,17729.63888888889,17692.118421052633,17663.30769230769
20211216,95000,17660.0,17660.0,17647.0,17654.0,18.0,206.0,17695.12621359223,17729.63888888889,17687.817647058822,17651.5
20211216,95500,17649.0,17663.0,17647.0,17663.0,9.0,215.0,17693.432558139535,17729.63888888889,17686.150837988826,17654.666666666668
20211216,100000,17660.0,17686.0,17660.0,17685.0,12.0,227.0,17692.458149779737,17729.63888888889,17685.450261780104,17675.0
20211216,100500,17685.0,17688.0,17674.0,17680.0,6.0,233.0,17692.223175965664,17729.63888888889,17685.38578680203,17683.333333333332
20211216,101000,17676.0,17677.0,17645.0,17654.0,22.0,255.0,17689.188235294117,17729.63888888889,17682.538812785388,17657.045454545456
20211216,101500,17662.0,17690.0,17662.0,17690.0,19.0,274.0,17688.770072992702,17728.567567567567,17682.556962025315,17683.157894736843
20211216,102000,17695.0,17700.0,17695.0,17698.0,17.0,291.0,17689.374570446736,17719.296296296296,17682.556962025315,17699.117647058818
20211216,102500,17700.0,17700.0,17692.0,17692.0,5.0,296.0,17689.52702702703,17717.525423728814,17682.556962025315,17698.4
20211216,103000,17698.0,17708.0,17698.0,17701.0,5.0,301.0,17689.740863787374,17716.34375,17682.556962025315,17702.4
20211216,103500,17700.0,17710.0,17700.0,17700.0,17.0,318.0,17690.528301886792,17713.85185185185,17682.556962025315,17704.470588235294
20211216,104000,17706.0,17706.0,17700.0,17705.0,5.0,323.0,17690.730650154794,17713.255813953492,17682.556962025315,17703.6
