DATE,TIME,open,high,low,close,volume,max_vol,avg_price,b_pwr,s_pwr,avg_5m
20210617,84500,16915.0,16948.0,16903.0,16910.0,50.0,772.0,16964.79663212435,16973.55031446541,16923.86029411765,16922.1
20210617,85000,16915.0,16915.0,16900.0,16910.0,17.0,789.0,16963.572877059567,16973.55031446541,16922.098039215685,16908.0
20210617,85500,16908.0,16917.0,16908.0,16916.0,5.0,794.0,16963.264483627205,16973.55031446541,16921.86075949367,16914.6
20210617,90000,16934.0,16950.0,16925.0,16944.0,31.0,825.0,16962.459393939393,16973.55031446541,16925.137566137568,16941.83870967742
20210617,90500,16952.0,16952.0,16900.0,16919.0,20.0,845.0,16961.546745562133,16973.55031446541,16925.019138755983,16923.9
20210617,91000,16919.0,16941.0,16901.0,16934.0,308.0,296.0,16931.655405405407,16933.817391304347,16924.121212121212,16931.18181818182
20210617,91500,16929.0,16948.0,16921.0,16939.0,145.0,432.0,16933.27314814815,16935.654970760235,16924.222222222223,16936.868965517242
20210617,92000,16938.0,16951.0,16924.0,16940.0,40.0,894.0,16960.03803131991,16973.55031446541,16926.728682170542,16944.675
20210617,92500,16940.0,16965.0,16935.0,16935.0,22.0,916.0,16959.83187772926,16973.416149068322,16927.66911764706,16951.454545454544
20210617,93000,16943.0,16959.0,16943.0,16956.0,16.0,456.0,16934.118421052633,16936.551912568306,16924.222222222223,16954.0625
20210617,93500,16959.0,16959.0,16938.0,16938.0,34.0,940.0,16959.57765957447,16973.416149068322,16929.469594594593,16952.58823529412
20210617,94000,16945.0,16953.0,16928.0,16928.0,9.0,949.0,16959.426765015807,16973.416149068322,16929.888524590166,16943.666666666668
20210617,94500,16925.0,16967.0,16925.0,16964.0,33.0,490.0,16935.897959183672,16938.525,16924.222222222223,16960.848484848484
20210617,95000,16960.0,16974.0,16960.0,16974.0,5.0,971.0,16959.44490216272,16973.25493171472,16930.27564102564,16968.2
20210617,95500,16977.0,16980.0,16973.0,16975.0,15.0,978.0,16959.567484662577,16973.28978978979,16930.27564102564,16975.2
