DATE,TIME,open,high,low,close,volume,max_vol,avg_price,b_pwr,s_pwr,avg_5m
20221129,84500,14470.0,14501.0,14453.0,14499.0,4267.0,4267.0,14477.82,14483.28,14465.73,14477.82
20221129,85000,14497.0,14527.0,14494.0,14523.0,2746.0,7013.0,14490.8,14496.66,14465.73,14510.97
20221129,85500,14523.0,14525.0,14488.0,14495.0,2040.0,9053.0,14494.35,14499.47,14469.38,14506.57
20221129,90000,14494.0,14497.0,14454.0,14459.0,4338.0,13391.0,14486.81,14499.46,14470.57,14471.07
20221129,90500,14458.0,14478.0,14452.0,14474.0,2444.0,15835.0,14483.81,14499.46,14469.62,14467.35
20221129,91000,14474.0,14475.0,14451.0,14456.0,1971.0,17806.0,14481.25,14499.46,14467.9,14460.66
20221129,91500,14455.0,14457.0,14431.0,14442.0,3169.0,20975.0,14475.53,14499.46,14462.12,14443.4
20221129,92000,14442.0,14465.0,14433.0,14463.0,2096.0,23071.0,14473.45,14499.46,14460.84,14452.63
20221129,92500,14463.0,14501.0,14463.0,14494.0,3556.0,26627.0,14474.55,14496.72,14461.34,14481.71
20221129,93000,14495.0,14521.0,14493.0,14500.0,3084.0,29711.0,14478.05,14499.45,14461.34,14508.24
20221129,93500,14502.0,14528.0,14497.0,14522.0,2504.0,32215.0,14480.89,14501.9,14461.34,14514.62
20221129,94000,14522.0,14546.0,14519.0,14530.0,3065.0,35280.0,14485.45,14507.08,14461.34,14533.36
20221129,94500,14532.0,14550.0,14526.0,14547.0,1990.0,37270.0,14488.31,14510.17,14461.34,14539.04
20221129,95000,14547.0,14556.0,14533.0,14550.0,1442.0,38712.0,14490.43,14512.46,14461.34,14545.13
20221129,95500,14550.0,14573.0,14547.0,14560.0,2237.0,40949.0,14494.4,14517.13,14461.34,14563.15
20221129,100000,14560.0,14563.0,14540.0,14543.0,1664.0,42613.0,14496.55,14519.2,14461.34,14549.31
20221129,100500,14543.0,14558.0,14536.0,14536.0,1460.0,44073.0,14498.21,14520.67,14461.34,14546.89
20221129,101000,14537.0,14563.0,14535.0,14554.0,1188.0,45261.0,14499.62,14521.97,14461.34,14551.93
20221129,101500,14555.0,14566.0,14548.0,14556.0,935.0,46196.0,14500.8,14523.11,14461.34,14557.77
20221129,102000,14556.0,14562.0,14548.0,14556.0,802.0,46998.0,14501.71,14523.92,14461.34,14553.88
20221129,102500,14556.0,14557.0,14542.0,14545.0,821.0,47819.0,14502.53,14524.6,14461.34,14549.52
20221129,103000,14544.0,14563.0,14544.0,14563.0,890.0,48709.0,14503.47,14525.41,14461.34,14553.96
20221129,103500,14564.0,14564.0,14553.0,14554.0,589.0,49298.0,14504.13,14526.02,14461.34,14558.85
20221129,104000,14557.0,14575.0,14556.0,14558.0,1743.0,51041.0,14506.3,14528.13,14461.34,14567.64
20221129,104500,14558.0,14568.0,14535.0,14540.0,1529.0,52570.0,14507.51,14528.97,14461.34,14547.97
20221129,105000,14539.0,14550.0,14536.0,14540.0,867.0,53437.0,14508.07,14529.28,14461.34,14542.16
20221129,105500,14539.0,14550.0,14537.0,14541.0,575.0,54012.0,14508.44,14529.5,14461.34,14542.97
20221129,110000,14541.0,14548.0,14536.0,14543.0,570.0,54582.0,14508.79,14529.68,14461.34,14542.09
20221129,110500,14544.0,14552.0,14533.0,14546.0,928.0,55510.0,14509.35,14529.99,14461.34,14542.36
20221129,111000,14546.0,14563.0,14544.0,14560.0,628.0,56138.0,14509.87,14530.39,14461.34,14555.2
20221129,111500,14560.0,14580.0,14557.0,14579.0,1637.0,57775.0,14511.61,14532.01,14461.34,14571.19
20221129,112000,14579.0,14595.0,14578.0,14592.0,1842.0,59617.0,14513.92,14534.35,14461.34,14586.38
20221129,112500,14593.0,14623.0,14592.0,14622.0,2778.0,62395.0,14518.22,14538.98,14461.34,14610.53
20221129,113000,14623.0,14626.0,14614.0,14622.0,1790.0,64185.0,14521.05,14542.02,14461.34,14619.84
20221129,113500,14622.0,14630.0,14614.0,14620.0,1443.0,65628.0,14523.27,14544.38,14461.34,14621.81
20221129,114000,14619.0,14619.0,14607.0,14609.0,709.0,66337.0,14524.22,14545.35,14461.34,14612.28
20221129,114500,14609.0,14623.0,14609.0,14621.0,590.0,66927.0,14525.02,14546.17,14461.34,14615.68
20221129,115000,14622.0,14627.0,14616.0,14620.0,536.0,67463.0,14525.79,14546.97,14461.34,14621.76
20221129,115500,14619.0,14633.0,14616.0,14629.0,889.0,68352.0,14527.1,14548.33,14461.34,14626.31
20221129,120000,14630.0,14632.0,14619.0,14625.0,611.0,68963.0,14527.96,14549.22,14461.34,14623.81
20221129,120500,14625.0,14630.0,14620.0,14627.0,421.0,69384.0,14528.55,14549.83,14461.34,14625.41
20221129,121000,14628.0,14647.0,14628.0,14637.0,1554.0,70938.0,14530.94,14552.34,14461.34,14637.78
20221129,121500,14638.0,14656.0,14638.0,14652.0,1610.0,72548.0,14533.54,14555.1,14461.34,14647.87
20221129,122000,14651.0,14666.0,14650.0,14657.0,1441.0,73989.0,14535.99,14557.73,14461.34,14659.79
20221129,122500,14657.0,14660.0,14648.0,14650.0,780.0,74769.0,14537.23,14559.03,14461.34,14654.65
20221129,123000,14649.0,14660.0,14649.0,14652.0,478.0,75247.0,14537.98,14559.82,14461.34,14655.09
20221129,123500,14652.0,14660.0,14649.0,14652.0,527.0,75774.0,14538.79,14560.66,14461.34,14654.25
20221129,124000,14652.0,14661.0,14649.0,14656.0,649.0,76423.0,14539.78,14561.69,14461.34,14655.46
20221129,124500,14657.0,14664.0,14647.0,14649.0,798.0,77221.0,14540.96,14562.9,14461.34,14653.55
20221129,125000,14649.0,14649.0,14640.0,14645.0,759.0,77980.0,14541.96,14563.9,14461.34,14644.09
20221129,125500,14645.0,14647.0,14638.0,14639.0,586.0,78566.0,14542.71,14564.65,14461.34,14642.61
20221129,130000,14639.0,14670.0,14638.0,14663.0,1470.0,80036.0,14544.79,14566.77,14461.34,14656.09
