DATE,TIME,open,high,low,close,volume,max_vol,avg_price,b_pwr,s_pwr,avg_5m
20220922,84500,14205.0,14230.0,14205.0,14210.0,45.0,103.0,14180.233009708738,14215.244444444443,14153.068965517241,14215.244444444443
20220922,85000,14208.0,14208.0,14185.0,14185.0,80.0,155.0,14185.864516129033,14205.6875,14153.610169491523,14196.6625
20220922,85500,14186.0,14186.0,14167.0,14175.0,58.0,213.0,14183.004694835681,14205.285714285714,14164.017391304347,14175.362068965518
20220922,90000,14176.0,14180.0,14148.0,14151.0,74.0,287.0,14177.142857142857,14205.285714285714,14162.550264550264,14160.270270270268
20220922,90500,14147.0,14150.0,14120.0,14120.0,59.0,346.0,14170.950867052024,14205.285714285714,14157.383064516129,14140.830508474575
20220922,91000,14116.0,14122.0,14100.0,14102.0,64.0,410.0,14161.731707317073,14205.285714285714,14148.05128205128,14111.890625
20220922,91500,14103.0,14118.0,14095.0,14117.0,67.0,447.0,14157.158836689036,14205.285714285714,14143.644699140401,14109.402985074626
20220922,92000,14112.0,14112.0,14089.0,14097.0,32.0,479.0,14153.248434237996,14205.285714285714,14139.863517060368,14098.625
20220922,92500,14092.0,14095.0,14083.0,14090.0,30.0,509.0,14149.475442043222,14205.285714285714,14136.167883211681,14089.233333333335
20220922,93000,14095.0,14106.0,14092.0,14092.0,23.0,532.0,14147.276315789473,14205.285714285714,14134.177419354839,14098.608695652172
20220922,93500,14092.0,14108.0,14078.0,14105.0,29.0,561.0,14144.420677361853,14205.285714285714,14131.53779697624,14092.034482758621
20220922,94000,14107.0,14129.0,14107.0,14129.0,19.0,580.0,14143.493103448276,14205.285714285714,14130.929460580914,14116.105263157895
20220922,94500,14129.0,14129.0,14115.0,14128.0,23.0,603.0,14142.641791044776,14205.285714285714,14130.485148514852,14121.173913043482
20220922,95000,14130.0,14132.0,14117.0,14117.0,32.0,635.0,14141.787401574804,14205.285714285714,14130.199255121042,14125.6875
20220922,95500,14125.0,14137.0,14121.0,14137.0,5.0,640.0,14141.6796875,14205.285714285714,14130.178966789668,14128.0
20220922,100000,14139.0,14150.0,14134.0,14148.0,33.0,673.0,14141.888558692424,14192.952,14130.240875912405,14145.939393939394
20220922,100500,14145.0,14148.0,14134.0,14135.0,17.0,690.0,14141.801449275365,14191.123076923077,14130.351785714285,14138.35294117647
20220922,101000,14145.0,14148.0,14122.0,14127.0,22.0,712.0,14141.52808988764,14188.810218978104,14130.262608695652,14132.954545454546
20220922,101500,14132.0,14150.0,14132.0,14146.0,9.0,721.0,14141.540915395282,14187.034965034964,14130.285467128027,14142.555555555557
20220922,102000,14147.0,14171.0,14147.0,14171.0,25.0,746.0,14142.193029490616,14183.160714285714,14130.285467128027,14161.0
20220922,102500,14168.0,14171.0,14168.0,14170.0,12.0,758.0,14142.62005277045,14182.227777777778,14130.285467128027,14169.166666666664
20220922,103000,14170.0,14171.0,14163.0,14163.0,11.0,769.0,14142.962288686604,14181.324607329843,14130.285467128027,14166.545454545454
20220922,103500,14163.0,14169.0,14163.0,14169.0,5.0,774.0,14143.105943152455,14180.913265306122,14130.285467128027,14165.2
20220922,104000,14173.0,14186.0,14173.0,14180.0,42.0,816.0,14145.078431372549,14181.004201680671,14130.285467128027,14181.428571428567
20220922,104500,14186.0,14194.0,14179.0,14194.0,28.0,844.0,14146.362559241708,14181.2969924812,14130.285467128027,14183.785714285714
20220922,105000,14192.0,14208.0,14192.0,14199.0,45.0,889.0,14149.221597300337,14184.414790996785,14130.285467128027,14202.844444444443
20220922,105500,14213.0,14230.0,14213.0,14220.0,12.0,901.0,14150.200887902332,14185.839009287925,14130.285467128027,14222.75
20220922,110000,14218.0,14218.0,14206.0,14206.0,11.0,912.0,14150.93201754386,14186.661676646709,14130.285467128027,14210.818181818182
20220922,110500,14206.0,14207.0,14185.0,14186.0,38.0,950.0,14152.585263157896,14187.233870967742,14130.285467128027,14192.263157894737
20220922,111000,14187.0,14187.0,14171.0,14177.0,31.0,981.0,14153.371049949033,14186.481389578164,14130.285467128027,14177.451612903225
20220922,111500,14182.0,14182.0,14181.0,14181.0,3.0,984.0,14153.457317073171,14186.44581280788,14130.285467128027,14181.666666666664
20220922,112000,14184.0,14185.0,14183.0,14185.0,7.0,991.0,14153.67305751766,14186.404358353513,14130.285467128027,14184.0
20220922,113000,14179.0,14179.0,14177.0,14179.0,6.0,997.0,14153.819458375125,14186.28400954654,14130.285467128027,14178.0
20220922,113500,14189.0,14196.0,14189.0,14196.0,11.0,1008.0,14154.257936507936,14186.481395348836,14130.285467128027,14194.0
20220922,114000,14195.0,14199.0,14195.0,14195.0,10.0,1018.0,14154.67485265226,14186.713636363635,14130.285467128027,14196.7
20220922,114500,14190.0,14200.0,14190.0,14200.0,16.0,1034.0,14155.251450676982,14186.896929824561,14130.285467128027,14191.9375
20220922,115000,14202.0,14202.0,14200.0,14200.0,3.0,1037.0,14155.383799421408,14186.989106753812,14130.285467128027,14201.0
20220922,115500,14200.0,14202.0,14200.0,14200.0,4.0,1041.0,14155.559077809798,14187.110151187902,14130.285467128027,14201.0
20220922,120000,14190.0,14190.0,14190.0,14190.0,1.0,1042.0,14155.592130518235,14187.116379310344,14130.285467128027,14190.0
20220922,121500,14185.0,14186.0,14174.0,14186.0,10.0,1052.0,14155.826045627375,14186.970464135022,14130.285467128027,14180.2
20220922,122000,14203.0,14208.0,14201.0,14201.0,13.0,1065.0,14156.440375586855,14187.482546201232,14130.285467128027,14206.153846153846
20220922,122500,14204.0,14220.0,14204.0,14220.0,12.0,1077.0,14157.017641597029,14187.981963927856,14130.285467128027,14208.25
20220922,123000,14221.0,14230.0,14211.0,14211.0,16.0,1093.0,14157.938700823423,14188.974757281556,14130.285467128027,14219.9375
20220922,123500,14211.0,14212.0,14200.0,14200.0,12.0,1105.0,14158.442533936653,14189.324478178369,14130.285467128027,14204.333333333336
20220922,124000,14200.0,14200.0,14193.0,14193.0,7.0,1112.0,14158.674460431655,14189.40262172285,14130.285467128027,14195.285714285714
20220922,124500,14192.0,14194.0,14185.0,14194.0,11.0,1123.0,14158.986642920747,14189.425688073394,14130.285467128027,14190.545454545454
20220922,125000,14190.0,14193.0,14190.0,14190.0,3.0,1126.0,14159.071936056838,14189.434306569343,14130.285467128027,14191.0
20220922,125500,14189.0,14194.0,14189.0,14194.0,6.0,1132.0,14159.252650176679,14189.474729241878,14130.285467128027,14193.166666666664
20220922,130000,14190.0,14192.0,14189.0,14192.0,3.0,1135.0,14159.334801762114,14189.479353680432,14130.285467128027,14190.333333333336
20220922,130500,14196.0,14199.0,14188.0,14188.0,8.0,1143.0,14159.574803149608,14189.538053097343,14130.285467128027,14193.625
20220922,131000,14194.0,14194.0,14183.0,14183.0,5.0,1148.0,14159.705574912892,14189.538596491228,14130.285467128027,14189.6
20220922,131500,14198.0,14207.0,14198.0,14207.0,4.0,1152.0,14159.852430555557,14189.625435540069,14130.285467128027,14202.0
20220922,132000,14211.0,14212.0,14210.0,14210.0,11.0,1163.0,14160.336199484093,14190.027350427352,14130.285467128027,14211.0
