date,MoN,avg_price,total_vol,p0,v0,p1,v1,p2,v2,p3,v3,p4,v4
2022-05-18 08:45:00,M,16222.0,116294.0,16184.0,7589.0,16207.0,6376.0,16305.0,4952.0,16267.0,3700.0,,
2022-05-17 15:00:00,N,16073.0,326920.0,16076.0,24793.0,16149.0,10758.0,15988.0,8570.0,,,,
2022-05-17 08:45:00,M,16043.0,229116.0,16076.0,24747.0,16032.0,10450.0,15988.0,8570.0,,,,
2022-05-16 15:00:00,N,15931.0,396436.0,15914.0,31550.0,16024.0,8667.0,,,,,,
2022-05-16 08:45:00,M,15937.0,284552.0,15910.0,22958.0,16024.0,8667.0,,,,,,
2022-05-13 15:00:00,N,15847.0,320678.0,15823.0,19573.0,15956.0,7770.0,,,,,,
2022-05-13 08:45:00,M,15807.0,194546.0,15823.0,17822.0,15804.0,13861.0,15762.0,5986.0,,,,
2022-05-12 15:00:00,N,15709.0,456276.0,15626.0,22006.0,15804.0,9995.0,15847.0,8720.0,,,,
2022-05-12 08:45:00,M,15775.0,238496.0,15804.0,9995.0,15847.0,8720.0,15622.0,7699.0,15709.0,5312.0,15742.0,4254.0
2022-05-11 15:00:00,N,15949.0,423026.0,15971.0,16719.0,15934.0,15088.0,15890.0,7373.0,,,,
2022-05-11 08:45:00,M,15982.0,178226.0,16006.0,10253.0,15971.0,8272.0,15945.0,8212.0,16024.0,7600.0,,
2022-05-10 15:00:00,N,15941.0,453692.0,16035.0,14527.0,15965.0,12062.0,15922.0,10046.0,15810.0,9749.0,,
2022-05-10 08:45:00,M,15902.0,255520.0,15810.0,9749.0,15965.0,9182.0,16036.0,6903.0,15946.0,6796.0,16024.0,6500.0
2022-05-09 15:00:00,N,16041.0,376356.0,16029.0,16449.0,16076.0,13739.0,15960.0,8100.0,,,,
2022-05-09 08:45:00,M,16089.0,198402.0,16076.0,11174.0,16030.0,10199.0,16111.0,6550.0,,,,
2022-05-06 15:00:00,N,16318.0,410692.0,16353.0,22542.0,16319.0,21114.0,,,,,,
2022-05-06 08:45:00,M,16317.0,193092.0,16314.0,13385.0,16286.0,12355.0,16352.0,12033.0,,,,
2022-05-05 15:00:00,N,16573.0,344296.0,16749.0,12242.0,16686.0,11445.0,16624.0,7420.0,16348.0,6807.0,,
2022-05-05 08:45:00,M,16712.0,157672.0,16749.0,12242.0,16686.0,11445.0,,,,,,
2022-05-04 15:00:00,N,16528.0,292922.0,16511.0,21155.0,16556.0,11905.0,16449.0,5315.0,,,,
2022-05-04 08:45:00,M,16533.0,138768.0,16515.0,12497.0,16557.0,11259.0,,,,,,
2022-05-03 15:00:00,N,16468.0,309396.0,16469.0,19845.0,16426.0,11072.0,,,,,,
