date,MoN,avg_price,total_vol,p0,v0,p1,v1,p2,v2,p3,v3,p4,v4
2022-07-20 08:45:00,M,14839.0,132018.0,14864.0,13644.0,14714.0,3990.0,14796.0,3123.0,,,,
2022-07-19 15:00:00,N,14678.0,293108.0,14678.0,31325.0,14606.0,5674.0,14793.0,5654.0,,,,
2022-07-19 08:45:00,M,14650.0,213418.0,14675.0,30092.0,14606.0,5674.0,,,,,,
2022-07-18 15:00:00,N,14623.0,367332.0,14627.0,26844.0,14684.0,8631.0,,,,,,
2022-07-18 08:45:00,M,14615.0,269662.0,14627.0,25990.0,,,,,,,,
2022-07-15 15:00:00,N,14471.0,354780.0,14512.0,19860.0,14481.0,18210.0,14423.0,7753.0,,,,
2022-07-15 08:45:00,M,14455.0,241132.0,14511.0,14882.0,14481.0,13616.0,14399.0,7148.0,,,,
2022-07-14 15:00:00,N,14326.0,434722.0,14384.0,20186.0,14347.0,12240.0,14213.0,7482.0,14164.0,5165.0,,
2022-07-14 08:45:00,M,14304.0,256880.0,14386.0,14054.0,14213.0,7482.0,14164.0,5165.0,,,,
2022-07-13 15:00:00,N,14257.0,434614.0,14279.0,21925.0,14313.0,16604.0,14167.0,6733.0,14139.0,5816.0,,
2022-07-13 08:45:00,M,14287.0,225280.0,14283.0,14512.0,14314.0,12861.0,,,,,,
2022-07-12 15:00:00,N,14042.0,444308.0,13904.0,17182.0,14199.0,8915.0,14011.0,6772.0,,,,
2022-07-12 08:45:00,M,13968.0,254568.0,13903.0,14453.0,14011.0,6564.0,13952.0,6219.0,,,,
2022-07-11 15:00:00,N,14295.0,348592.0,14277.0,17551.0,14200.0,7763.0,,,,,,
2022-07-11 08:45:00,M,14327.0,240532.0,14277.0,13659.0,,,,,,,,
2022-07-08 15:00:00,N,14384.0,429976.0,14350.0,19892.0,14440.0,14832.0,,,,,,
2022-07-08 08:45:00,M,14381.0,278950.0,14371.0,13783.0,14436.0,8292.0,,,,,,
2022-07-07 15:00:00,N,14158.0,421620.0,14242.0,15484.0,14267.0,11186.0,14195.0,10954.0,14369.0,5504.0,14082.0,5015.0
2022-07-07 08:45:00,M,14111.0,316180.0,14242.0,11091.0,14265.0,9453.0,14193.0,8622.0,14082.0,5015.0,13942.0,4721.0
2022-07-06 15:00:00,N,14006.0,432630.0,13932.0,13972.0,13971.0,9554.0,14004.0,8426.0,14209.0,6250.0,14118.0,5621.0
2022-07-06 08:45:00,M,14031.0,301580.0,13880.0,8688.0,14004.0,7452.0,13971.0,7117.0,14209.0,6250.0,14118.0,5621.0
2022-07-05 15:00:00,N,14150.0,523864.0,14061.0,12541.0,14211.0,10140.0,14159.0,9192.0,14385.0,4234.0,,
2022-07-05 08:45:00,M,14183.0,350006.0,14159.0,7787.0,14213.0,7717.0,14061.0,7668.0,14281.0,5260.0,14385.0,4234.0
2022-07-04 15:00:00,N,14167.0,343478.0,14196.0,12955.0,14137.0,11755.0,,,,,,
2022-07-04 08:45:00,M,14164.0,286360.0,14157.0,11548.0,14137.0,9533.0,,,,,,
2022-07-01 15:00:00,N,14338.0,539244.0,14228.0,15892.0,14536.0,8371.0,14337.0,4650.0,,,,
2022-07-01 08:45:00,M,14385.0,367218.0,14536.0,8371.0,14231.0,8216.0,14300.0,7139.0,14146.0,6413.0,14337.0,4650.0
2022-06-30 15:00:00,N,14651.0,474918.0,14625.0,13170.0,14656.0,11655.0,14717.0,10834.0,14541.0,7857.0,,
2022-06-30 08:45:00,M,14721.0,264042.0,14717.0,10834.0,14625.0,10375.0,14690.0,8170.0,14896.0,3011.0,,
2022-06-29 15:00:00,N,15017.0,332584.0,15018.0,18881.0,14977.0,13884.0,,,,,,
2022-06-29 08:45:00,M,15042.0,201282.0,15019.0,16491.0,,,,,,,,
2022-06-28 15:00:00,N,15185.0,341254.0,15165.0,15431.0,15257.0,11734.0,15193.0,8305.0,,,,
2022-06-28 08:45:00,M,15184.0,192080.0,15165.0,14063.0,15193.0,7048.0,15270.0,5804.0,,,,
2022-06-27 15:00:00,N,15290.0,309204.0,15279.0,15864.0,15318.0,11386.0,,,,,,
2022-06-27 08:45:00,M,15314.0,197106.0,15278.0,11081.0,15319.0,9319.0,15343.0,9033.0,15234.0,2809.0,,
2022-06-24 15:00:00,N,15078.0,348724.0,15088.0,16532.0,15017.0,13417.0,15049.0,11295.0,15161.0,7326.0,,
2022-06-24 08:45:00,M,15057.0,239626.0,15088.0,14848.0,15016.0,11684.0,,,,,,
2022-06-23 15:00:00,N,14950.0,505210.0,14937.0,18216.0,14959.0,14917.0,15063.0,5651.0,,,,
2022-06-23 08:45:00,M,14948.0,328812.0,14937.0,11855.0,15024.0,5705.0,15063.0,5651.0,,,,
2022-06-22 15:00:00,N,15089.0,451544.0,15016.0,17663.0,15159.0,11608.0,15058.0,11506.0,15089.0,9774.0,15242.0,6277.0
2022-06-22 08:45:00,M,15120.0,256732.0,15016.0,16046.0,15159.0,6596.0,15242.0,6277.0,,,,
2022-06-21 15:00:00,N,15284.0,327098.0,15347.0,20108.0,15386.0,9520.0,15160.0,7664.0,15178.0,7664.0,15237.0,6703.0
2022-06-21 08:45:00,M,15246.0,230256.0,15346.0,14950.0,15160.0,7664.0,15178.0,7664.0,15237.0,6703.0,,
2022-06-20 15:00:00,N,15091.0,320104.0,15066.0,16685.0,15030.0,12390.0,15201.0,6841.0,,,,
2022-06-20 08:45:00,M,15091.0,259380.0,15029.0,11712.0,15062.0,10506.0,15201.0,6841.0,15124.0,6436.0,,
2022-06-17 15:00:00,N,15198.0,429300.0,15219.0,24679.0,15174.0,17160.0,,,,,,
2022-06-17 08:45:00,M,15220.0,247628.0,15219.0,19145.0,,,,,,,,
2022-06-16 15:00:00,N,15430.0,458552.0,15218.0,11069.0,15411.0,9407.0,15633.0,8661.0,15685.0,6414.0,15792.0,6076.0
