date,MoN,avg_price,total_vol,p0,v0,p1,v1,p2,v2,p3,v3,p4,v4
2021-09-15 08:45:00,M,17361.0,151828.0,17385.0,9808.0,17368.0,9321.0,17308.0,5291.0,17331.0,5141.0,,
2021-09-14 15:00:00,N,17474.0,316356.0,17464.0,25900.0,17493.0,24040.0,,,,,,
2021-09-14 08:45:00,M,17486.0,256464.0,17493.0,24040.0,17464.0,23920.0,,,,,,
2021-09-13 15:00:00,N,17436.0,335648.0,17462.0,24642.0,17438.0,24437.0,,,,,,
2021-09-13 08:45:00,M,17429.0,279968.0,17438.0,24178.0,17461.0,17892.0,17390.0,11273.0,,,,
2021-09-10 15:00:00,N,17407.0,283624.0,17440.0,21245.0,17469.0,16334.0,17316.0,9609.0,,,,
2021-09-10 08:45:00,M,17396.0,228074.0,17440.0,16704.0,17469.0,12187.0,17316.0,9609.0,17381.0,5798.0,,
2021-09-09 15:00:00,N,17218.0,323454.0,17240.0,19530.0,17138.0,10138.0,17277.0,10042.0,17321.0,7034.0,,
2021-09-09 08:45:00,M,17196.0,251128.0,17240.0,18782.0,17138.0,10138.0,,,,,,
2021-09-08 15:00:00,N,17259.0,441948.0,17238.0,16471.0,17374.0,8888.0,17307.0,7838.0,17133.0,6180.0,,
2021-09-08 08:45:00,M,17290.0,304290.0,17238.0,11287.0,17374.0,8888.0,17307.0,7838.0,,,,
2021-09-07 15:00:00,N,17418.0,310658.0,17406.0,23967.0,,,,,,,,
2021-09-07 08:45:00,M,17423.0,251318.0,17406.0,20224.0,17443.0,9526.0,17488.0,5919.0,,,,
2021-09-06 15:00:00,N,17515.0,273552.0,17541.0,14809.0,17473.0,11106.0,,,,,,
2021-09-06 08:45:00,M,17512.0,238962.0,17473.0,11106.0,17559.0,9942.0,17539.0,9887.0,17496.0,9683.0,,
2021-09-03 15:00:00,N,17469.0,292966.0,17506.0,17781.0,17462.0,14818.0,17388.0,7617.0,,,,
2021-09-03 08:45:00,M,17468.0,229346.0,17506.0,17689.0,17388.0,7617.0,17462.0,7489.0,,,,
2021-09-02 15:00:00,N,17380.0,335796.0,17318.0,12243.0,17413.0,11272.0,17356.0,11191.0,17470.0,6955.0,,
2021-09-02 08:45:00,M,17377.0,273392.0,17318.0,12243.0,17358.0,10134.0,17426.0,8210.0,17470.0,6955.0,,
