date,MoN,avg_price,total_vol,p0,v0,p1,v1,p2,v2,p3,v3,p4,v4
2022-12-09 08:45:00,M,14656.0,176688.0,14692.0,12988.0,14641.0,7525.0,14591.0,5033.0,,,,
2022-12-08 15:00:00,N,14529.0,298896.0,14503.0,14127.0,14475.0,11261.0,14638.0,7482.0,14586.0,5159.0,,
2022-12-08 08:45:00,M,14497.0,200076.0,14503.0,14127.0,14475.0,11261.0,,,,,,
2022-12-07 15:00:00,N,14637.0,342000.0,14646.0,15943.0,14621.0,14602.0,14572.0,12858.0,14740.0,6108.0,,
2022-12-07 08:45:00,M,14672.0,213882.0,14646.0,15943.0,14622.0,11831.0,14740.0,6108.0,,,,
2022-12-06 15:00:00,N,14749.0,284782.0,14681.0,10146.0,14830.0,9518.0,14640.0,5703.0,,,,
2022-12-06 08:45:00,M,14798.0,186130.0,14830.0,9518.0,14681.0,6338.0,14723.0,4377.0,,,,
2022-12-05 15:00:00,N,14933.0,251382.0,14929.0,11820.0,15011.0,10371.0,14863.0,6069.0,,,,
2022-12-05 08:45:00,M,14972.0,159770.0,14931.0,10684.0,15011.0,10371.0,,,,,,
2022-12-02 15:00:00,N,14867.0,263366.0,14903.0,20474.0,,,,,,,,
2022-12-02 08:45:00,M,14898.0,140594.0,14904.0,15983.0,14889.0,15208.0,,,,,,
2022-12-01 15:00:00,N,14984.0,337204.0,14977.0,16675.0,14951.0,13627.0,15069.0,9181.0,15026.0,7820.0,,
2022-12-01 08:45:00,M,15016.0,220288.0,14977.0,12429.0,14952.0,9336.0,15069.0,9181.0,15026.0,7820.0,15092.0,5864.0
2022-11-30 15:00:00,N,14768.0,333868.0,14804.0,18093.0,14728.0,9571.0,14675.0,8085.0,,,,
2022-11-30 08:45:00,M,14732.0,203852.0,14804.0,11655.0,14675.0,8085.0,14727.0,7668.0,14653.0,6247.0,,
2022-11-29 15:00:00,N,14583.0,277640.0,14658.0,17836.0,14621.0,9022.0,14542.0,7439.0,14467.0,6746.0,,
2022-11-29 08:45:00,M,14559.0,184108.0,14660.0,10219.0,14542.0,7439.0,14467.0,6746.0,14619.0,5610.0,,
2022-11-28 15:00:00,N,14518.0,303040.0,14512.0,19656.0,14546.0,17734.0,,,,,,
2022-11-28 08:45:00,M,14518.0,213424.0,14539.0,14668.0,14511.0,10899.0,,,,,,
2022-11-25 15:00:00,N,14709.0,216522.0,14742.0,15697.0,14643.0,8384.0,,,,,,
2022-11-25 08:45:00,M,14746.0,139162.0,14742.0,15697.0,,,,,,,,
2022-11-24 15:00:00,N,14729.0,198408.0,14687.0,14161.0,14773.0,10459.0,14804.0,6971.0,14720.0,4991.0,,
2022-11-24 08:45:00,M,14709.0,155062.0,14687.0,14161.0,14773.0,8733.0,14720.0,4991.0,,,,
