date,MoN,avg_price,total_vol,p0,v0,p1,v1,p2,v2,p3,v3,p4,v4
2022-12-02 08:45:00,M,14864.0,1446.0,14862.0,142.0,14879.0,134.0,,,,,,
2022-12-01 15:00:00,N,14951.0,4090.0,14922.0,639.0,14944.0,259.0,14989.0,142.0,,,,
2022-12-01 08:45:00,M,14966.0,3230.0,14922.0,556.0,14944.0,246.0,14989.0,142.0,,,,
2022-11-30 15:00:00,N,14755.0,3232.0,14752.0,176.0,14772.0,175.0,14700.0,97.0,,,,
2022-11-30 08:45:00,M,14711.0,1644.0,14750.0,124.0,14773.0,92.0,14697.0,61.0,,,,
2022-11-29 08:45:00,M,14539.0,1500.0,14633.0,134.0,14541.0,70.0,14432.0,52.0,,,,
2022-11-28 15:00:00,N,14497.0,3466.0,14535.0,398.0,14486.0,186.0,14461.0,132.0,,,,
2022-11-28 08:45:00,M,14500.0,2760.0,14535.0,382.0,14519.0,165.0,14486.0,130.0,14461.0,117.0,,
2022-11-25 15:00:00,N,14690.0,4388.0,14712.0,759.0,14683.0,255.0,14637.0,228.0,,,,
2022-11-25 08:45:00,M,14710.0,3392.0,14712.0,759.0,,,,,,,,
2022-11-24 15:00:00,N,14716.0,2932.0,14737.0,258.0,14756.0,214.0,14662.0,208.0,,,,
2022-11-24 08:45:00,M,14690.0,1948.0,14736.0,246.0,14662.0,208.0,14646.0,149.0,,,,
2022-11-23 15:00:00,N,14597.0,1556.0,14594.0,144.0,14648.0,103.0,14549.0,57.0,,,,
2022-11-23 08:45:00,M,14574.0,848.0,14586.0,95.0,14573.0,71.0,14549.0,57.0,,,,
2022-11-22 15:00:00,N,14458.0,1976.0,14476.0,112.0,14396.0,108.0,14437.0,76.0,14377.0,66.0,14567.0,54.0
2022-11-22 08:45:00,M,14423.0,1292.0,14396.0,108.0,14476.0,87.0,14437.0,76.0,14377.0,66.0,,
2022-11-21 15:00:00,N,14425.0,1296.0,14402.0,123.0,14413.0,120.0,14425.0,95.0,14455.0,54.0,,
2022-11-21 08:45:00,M,14436.0,884.0,14425.0,82.0,14404.0,74.0,14476.0,61.0,14455.0,54.0,,
2022-11-18 15:00:00,N,14496.0,2998.0,14499.0,281.0,14432.0,154.0,14469.0,140.0,,,,
2022-11-18 08:45:00,M,14500.0,1916.0,14432.0,147.0,14498.0,109.0,14454.0,86.0,14535.0,76.0,,
2022-11-17 15:00:00,N,14431.0,3222.0,14358.0,150.0,14483.0,139.0,14397.0,129.0,14411.0,126.0,14441.0,116.0
2022-11-17 08:45:00,M,14422.0,1480.0,14357.0,116.0,14409.0,98.0,14481.0,82.0,14440.0,53.0,,
