date,MoN,avg_price,total_vol,p0,v0,p1,v1,p2,v2,p3,v3,p4,v4
2022-02-16 08:45:00,M,18193.0,134434.0,18189.0,14208.0,18229.0,9427.0,18205.0,7692.0,,,,
2022-02-15 15:00:00,N,18032.0,340540.0,18076.0,17798.0,17998.0,13301.0,17943.0,11141.0,18131.0,5637.0,,
2022-02-15 08:45:00,M,18011.0,254744.0,18075.0,14220.0,17998.0,11761.0,17943.0,11141.0,,,,
2022-02-14 15:00:00,N,17982.0,459738.0,17984.0,30590.0,,,,,,,,
2022-02-14 08:45:00,M,18003.0,309638.0,17984.0,24412.0,,,,,,,,
2022-02-11 15:00:00,N,18262.0,291384.0,18248.0,16807.0,18262.0,16144.0,18346.0,6037.0,,,,
2022-02-11 08:45:00,M,18249.0,179754.0,18248.0,15897.0,18262.0,15500.0,,,,,,
2022-02-10 15:00:00,N,18258.0,315262.0,18196.0,13023.0,18321.0,10053.0,18232.0,8270.0,18166.0,7768.0,,
2022-02-10 08:45:00,M,18220.0,190844.0,18196.0,12854.0,18166.0,7768.0,18229.0,6859.0,18321.0,6071.0,,
2022-02-09 15:00:00,N,18131.0,204846.0,18084.0,14158.0,18159.0,9042.0,18213.0,7865.0,,,,
2022-02-09 08:45:00,M,18101.0,144850.0,18084.0,14158.0,18158.0,8232.0,,,,,,
2022-02-08 15:00:00,N,17998.0,240302.0,18021.0,22637.0,,,,,,,,
2022-02-08 08:45:00,M,18002.0,179982.0,18021.0,19951.0,17957.0,4674.0,,,,,,
2022-02-07 15:00:00,N,17821.0,296912.0,17741.0,13150.0,17892.0,12588.0,17796.0,8715.0,,,,
2022-02-07 08:45:00,M,17793.0,227234.0,17741.0,13150.0,17796.0,8715.0,17877.0,7473.0,,,,
2022-01-26 15:00:00,N,17671.0,304846.0,17713.0,17695.0,17662.0,16764.0,17684.0,14598.0,17627.0,10524.0,,
2022-01-26 08:45:00,M,17683.0,193786.0,17662.0,13172.0,17719.0,11426.0,17627.0,9026.0,17681.0,9023.0,,
2022-01-25 15:00:00,N,17642.0,503678.0,17627.0,18538.0,17592.0,18078.0,17671.0,13794.0,17700.0,13176.0,,
2022-01-25 08:45:00,M,17668.0,317538.0,17636.0,14398.0,17671.0,12610.0,17700.0,11967.0,,,,
2022-01-24 15:00:00,N,17792.0,508114.0,17826.0,14404.0,17749.0,12435.0,17954.0,10586.0,,,,
2022-01-24 08:45:00,M,17831.0,267810.0,17825.0,11669.0,17780.0,9422.0,17954.0,9095.0,17880.0,6293.0,17921.0,5366.0
2022-01-21 15:00:00,N,17917.0,453660.0,17896.0,18857.0,17936.0,16420.0,17913.0,16351.0,,,,
2022-01-21 08:45:00,M,17937.0,315528.0,17966.0,12300.0,17914.0,11563.0,17896.0,11449.0,17876.0,10587.0,,
2022-01-20 15:00:00,N,18191.0,329144.0,18242.0,13918.0,18149.0,12456.0,,,,,,
2022-01-20 08:45:00,M,18180.0,238558.0,18149.0,12067.0,18172.0,11399.0,18241.0,7569.0,,,,
2022-01-19 15:00:00,N,18213.0,231030.0,18218.0,13335.0,18199.0,12878.0,18270.0,5579.0,,,,
2022-01-19 08:45:00,M,18221.0,131202.0,18199.0,6608.0,18174.0,6497.0,18270.0,5579.0,18234.0,4752.0,,
2022-01-18 15:00:00,N,18429.0,127576.0,18518.0,13024.0,18461.0,4574.0,18369.0,3411.0,18422.0,3091.0,,
2022-01-18 08:45:00,M,18454.0,109170.0,18518.0,13024.0,18461.0,4574.0,18369.0,3411.0,18422.0,3091.0,,
2022-01-17 15:00:00,N,18447.0,91726.0,18452.0,10014.0,18433.0,7605.0,,,,,,
2022-01-17 08:45:00,M,18445.0,86918.0,18452.0,10014.0,18433.0,7605.0,,,,,,
2022-01-14 15:00:00,N,18313.0,23664.0,18273.0,1744.0,18354.0,774.0,,,,,,
2022-01-14 08:45:00,M,18301.0,17828.0,18273.0,1730.0,,,,,,,,
2022-01-13 15:00:00,N,18443.0,11744.0,18383.0,619.0,18399.0,553.0,18349.0,415.0,18545.0,376.0,18517.0,348.0
2022-01-13 08:45:00,M,18380.0,6744.0,18383.0,619.0,18399.0,553.0,18364.0,451.0,18349.0,415.0,,
2022-01-12 15:00:00,N,18304.0,8850.0,18269.0,729.0,18284.0,710.0,18252.0,455.0,18338.0,344.0,,
2022-01-12 08:45:00,M,18288.0,7028.0,18269.0,729.0,18284.0,710.0,18252.0,455.0,18327.0,273.0,,
2022-01-11 15:00:00,N,18210.0,7146.0,18235.0,491.0,18252.0,424.0,18204.0,376.0,18168.0,236.0,18102.0,160.0
