date,MoN,avg_price,total_vol,p0,v0,p1,v1,p2,v2,p3,v3,p4,v4
2021-04-21 08:45:00,M,17216.0,171406.0,17234.0,16692.0,17190.0,8365.0,,,,,,
2021-04-20 15:00:00,N,17270.0,314906.0,17247.0,25739.0,17283.0,22670.0,,,,,,
2021-04-20 08:45:00,M,17270.0,256222.0,17248.0,19946.0,17284.0,18471.0,,,,,,
2021-04-19 15:00:00,N,17221.0,343260.0,17246.0,24247.0,17276.0,13009.0,17159.0,9218.0,,,,
2021-04-19 08:45:00,M,17214.0,283730.0,17247.0,21377.0,17159.0,9218.0,,,,,,
2021-04-16 15:00:00,N,17079.0,307696.0,17027.0,13750.0,17084.0,12362.0,17154.0,11208.0,17111.0,8496.0,,
2021-04-16 08:45:00,M,17065.0,259822.0,17027.0,13750.0,17084.0,12362.0,17111.0,8496.0,,,,
2021-04-15 15:00:00,N,16981.0,353744.0,16923.0,15347.0,17098.0,8600.0,17003.0,6707.0,17124.0,5799.0,,
2021-04-15 08:45:00,M,16940.0,265278.0,16923.0,15347.0,16963.0,6952.0,17003.0,6707.0,,,,
2021-04-14 15:00:00,N,16785.0,432946.0,16892.0,12738.0,16853.0,12445.0,16816.0,11637.0,16732.0,9069.0,16672.0,7014.0
2021-04-14 08:45:00,M,16768.0,371562.0,16816.0,11637.0,16853.0,10128.0,16732.0,9069.0,16672.0,7014.0,,
2021-04-13 15:00:00,N,16916.0,360400.0,16996.0,15828.0,16909.0,11370.0,16831.0,11005.0,16934.0,10365.0,,
2021-04-13 08:45:00,M,16934.0,302492.0,16996.0,15828.0,16909.0,11370.0,16934.0,10365.0,16795.0,6076.0,,
2021-04-12 15:00:00,N,16869.0,279354.0,16843.0,17767.0,16903.0,10684.0,,,,,,
2021-04-12 08:45:00,M,16873.0,227942.0,16838.0,13989.0,16903.0,10583.0,16786.0,4047.0,,,,
2021-04-09 15:00:00,N,16877.0,253976.0,16853.0,19828.0,,,,,,,,
2021-04-09 08:45:00,M,16879.0,207546.0,16853.0,14719.0,,,,,,,,
2021-04-08 15:00:00,N,16834.0,272666.0,16776.0,9538.0,16926.0,8288.0,16719.0,6950.0,16883.0,6841.0,16866.0,6732.0
2021-04-08 08:45:00,M,16811.0,224080.0,16776.0,9538.0,16719.0,6950.0,16883.0,6841.0,16866.0,6732.0,16916.0,5979.0
2021-04-07 15:00:00,N,16739.0,231770.0,16756.0,19502.0,,,,,,,,
2021-04-07 08:45:00,M,16739.0,186130.0,16764.0,15611.0,16713.0,9803.0,,,,,,
2021-04-06 15:00:00,N,16753.0,253286.0,16739.0,24382.0,,,,,,,,
2021-04-06 08:45:00,M,16753.0,207138.0,16741.0,21196.0,,,,,,,,
2021-04-01 15:00:00,N,16551.0,294674.0,16546.0,21802.0,16578.0,7191.0,16677.0,5771.0,,,,
2021-04-01 08:45:00,M,16526.0,231748.0,16546.0,21802.0,,,,,,,,
2021-03-31 15:00:00,N,16472.0,266256.0,16434.0,16685.0,16521.0,11436.0,,,,,,
2021-03-31 08:45:00,M,16468.0,210722.0,16429.0,14507.0,16510.0,8604.0,,,,,,
2021-03-30 15:00:00,N,16490.0,260524.0,16517.0,17081.0,16473.0,13357.0,,,,,,
2021-03-30 08:45:00,M,16476.0,201674.0,16516.0,15546.0,16473.0,13357.0,,,,,,
2021-03-29 15:00:00,N,16427.0,294488.0,16454.0,18961.0,16407.0,15086.0,16369.0,11095.0,,,,
2021-03-29 08:45:00,M,16418.0,224080.0,16407.0,15086.0,16369.0,11095.0,16454.0,10819.0,,,,
2021-03-26 15:00:00,N,16228.0,339284.0,16281.0,18191.0,16099.0,10695.0,16304.0,10361.0,16196.0,8207.0,16240.0,7955.0
2021-03-26 08:45:00,M,16193.0,247404.0,16281.0,14927.0,16099.0,10695.0,16196.0,8207.0,16240.0,7746.0,16164.0,7185.0
2021-03-25 15:00:00,N,15992.0,367080.0,16011.0,19256.0,15929.0,9347.0,,,,,,
2021-03-25 08:45:00,M,15982.0,273138.0,16021.0,12580.0,15929.0,9347.0,15898.0,6685.0,,,,
2021-03-24 15:00:00,N,15992.0,351328.0,15998.0,26015.0,16031.0,16078.0,,,,,,
2021-03-24 08:45:00,M,15996.0,264242.0,15987.0,18960.0,16031.0,15149.0,15959.0,13125.0,,,,
2021-03-23 15:00:00,N,16169.0,299570.0,16122.0,20610.0,16234.0,9462.0,,,,,,
2021-03-23 08:45:00,M,16185.0,234318.0,16120.0,11795.0,16162.0,10530.0,16234.0,9462.0,,,,
2021-03-22 15:00:00,N,16088.0,347736.0,16109.0,17440.0,16150.0,12689.0,15989.0,6478.0,16217.0,4580.0,,
2021-03-22 08:45:00,M,16066.0,269336.0,16109.0,13535.0,16149.0,9850.0,15989.0,6478.0,,,,
2021-03-19 15:00:00,N,16023.0,396498.0,16012.0,23030.0,16039.0,17171.0,,,,,,
2021-03-19 08:45:00,M,16024.0,299578.0,16012.0,19456.0,16046.0,13536.0,16086.0,8073.0,,,,
2021-03-18 15:00:00,N,16267.0,384184.0,16240.0,15840.0,16256.0,15204.0,16308.0,12407.0,16193.0,11370.0,16353.0,10772.0
2021-03-18 08:45:00,M,16301.0,277762.0,16240.0,15378.0,16308.0,12407.0,16353.0,10772.0,16388.0,8266.0,,
2021-03-17 15:00:00,N,16169.0,202722.0,16133.0,13363.0,16248.0,6778.0,16197.0,6392.0,,,,
2021-03-17 08:45:00,M,16191.0,119534.0,16133.0,9206.0,16248.0,6778.0,16197.0,4745.0,,,,
2021-03-16 15:00:00,N,16211.0,123254.0,16188.0,9734.0,16204.0,9680.0,16259.0,4983.0,,,,
2021-03-16 08:45:00,M,16206.0,113156.0,16188.0,9734.0,16204.0,9680.0,16259.0,4136.0,,,,
2021-03-15 15:00:00,N,16136.0,100536.0,16144.0,12866.0,,,,,,,,
2021-03-15 08:45:00,M,16136.0,95200.0,16144.0,12220.0,16128.0,10964.0,,,,,,
2021-03-12 15:00:00,N,16136.0,32092.0,16150.0,3308.0,16102.0,1276.0,16192.0,940.0,,,,
2021-03-12 08:45:00,M,16146.0,27686.0,16150.0,3308.0,16192.0,940.0,,,,,,
2021-03-11 15:00:00,N,16087.0,14326.0,16105.0,1366.0,16090.0,594.0,16057.0,398.0,16034.0,376.0,,
2021-03-11 08:45:00,M,16071.0,11130.0,16105.0,1335.0,16090.0,594.0,16057.0,398.0,16034.0,376.0,,
2021-03-10 15:00:00,N,15848.0,9578.0,15872.0,1037.0,15782.0,286.0,15769.0,277.0,,,,
2021-03-10 08:45:00,M,15827.0,6330.0,15872.0,748.0,15782.0,286.0,15769.0,277.0,15816.0,227.0,15897.0,180.0
2021-03-09 15:00:00,N,15724.0,7800.0,15702.0,504.0,15617.0,289.0,15755.0,253.0,15632.0,244.0,15776.0,229.0
2021-03-09 08:45:00,M,15691.0,6086.0,15702.0,504.0,15617.0,289.0,15632.0,244.0,15754.0,223.0,15661.0,209.0
2021-03-08 15:00:00,N,15830.0,8056.0,15796.0,439.0,15836.0,391.0,15750.0,314.0,15895.0,272.0,15922.0,221.0
2021-03-08 08:45:00,M,15841.0,6664.0,15795.0,342.0,15837.0,330.0,15748.0,272.0,15895.0,272.0,15922.0,221.0
2021-03-05 15:00:00,N,15732.0,7592.0,15782.0,627.0,15701.0,279.0,,,,,,
2021-03-05 08:45:00,M,15716.0,5130.0,15782.0,544.0,15701.0,264.0,15569.0,109.0,,,,
2021-03-04 15:00:00,N,15810.0,7528.0,15767.0,537.0,15854.0,268.0,15712.0,239.0,15735.0,192.0,,
2021-03-04 08:45:00,M,15814.0,5256.0,15767.0,531.0,15712.0,239.0,15735.0,178.0,15854.0,135.0,,
2021-03-03 15:00:00,N,15998.0,9136.0,16036.0,1230.0,15876.0,425.0,15926.0,308.0,15908.0,269.0,,
2021-03-03 08:45:00,M,15976.0,6894.0,16036.0,1120.0,15876.0,425.0,15926.0,308.0,15908.0,269.0,,
2021-03-02 15:00:00,N,15967.0,5756.0,15830.0,413.0,16071.0,223.0,15996.0,160.0,16161.0,144.0,,
2021-03-02 08:45:00,M,15988.0,4374.0,15830.0,413.0,16071.0,223.0,15996.0,160.0,16161.0,144.0,,
2021-02-26 15:00:00,N,15881.0,7198.0,15977.0,346.0,15935.0,261.0,15883.0,255.0,15852.0,211.0,,
2021-02-26 08:45:00,M,15923.0,4716.0,15977.0,346.0,15935.0,261.0,15883.0,226.0,,,,
2021-02-25 15:00:00,N,16264.0,9510.0,16303.0,1066.0,16267.0,534.0,16190.0,223.0,,,,
2021-02-25 08:45:00,M,16274.0,8102.0,16303.0,1059.0,16267.0,458.0,,,,,,
2021-02-24 15:00:00,N,16212.0,12694.0,16233.0,1062.0,16133.0,674.0,16148.0,603.0,16269.0,524.0,16339.0,384.0
2021-02-24 08:45:00,M,16237.0,9238.0,16233.0,1055.0,16269.0,524.0,16339.0,384.0,16300.0,328.0,16205.0,289.0
2021-02-23 15:00:00,N,16273.0,6756.0,16322.0,1183.0,16241.0,223.0,,,,,,
2021-02-23 08:45:00,M,16289.0,4592.0,16322.0,1136.0,,,,,,,,
2021-02-22 15:00:00,N,16341.0,5062.0,16331.0,367.0,16373.0,223.0,16442.0,222.0,16239.0,127.0,,
2021-02-22 08:45:00,M,16371.0,3804.0,16331.0,364.0,16373.0,223.0,16442.0,222.0,,,,
2021-02-19 15:00:00,N,16250.0,4044.0,16341.0,179.0,16200.0,125.0,16243.0,111.0,16305.0,105.0,16183.0,102.0
2021-02-19 08:45:00,M,16180.0,2356.0,16200.0,125.0,16243.0,111.0,16183.0,102.0,16146.0,86.0,,
