date,DATE,TIME,big_vols,big_vols_mv
2022-03-25 08:45:00,20220325,84500,[17706.9375     17720.05323505],[1440. 1221.]
2022-03-25 08:50:00,20220325,85000,[17689.79139383 17706.9375     17720.05323505],[1069. 1440. 1221.]
2022-03-25 08:55:00,20220325,85500,[17688.13278272 17706.9375     17720.05323505],[1574. 1440. 1221.]
2022-03-25 09:00:00,20220325,90000,[17666.87932489 17682.04768928 17706.9375     17720.05323505],[1185. 2034. 1440. 1221.]
2022-03-25 09:05:00,20220325,90500,[17666.0033557  17682.04768928 17706.9375     17720.05323505],[2086. 2034. 1440. 1221.]
2022-03-25 09:10:00,20220325,91000,[17666.02110054 17682.04768928 17706.9375     17720.05323505],[2417. 2034. 1440. 1221.]
2022-03-25 09:15:00,20220325,91500,"[17640.99924242 17666.02110054 17682.04768928 17706.9375
 17720.05323505]",[1320. 2417. 2034. 1440. 1221.]
2022-03-25 09:20:00,20220325,92000,"[17600.76586889 17640.99924242 17666.02110054 17682.04768928
 17706.9375     17720.05323505]",[ 961. 1320. 2417. 2034. 1440. 1221.]
2022-03-25 09:25:00,20220325,92500,"[17613.00062539 17640.99924242 17666.02110054 17682.04768928
 17706.9375     17720.05323505]",[1599. 1320. 2417. 2034. 1440. 1221.]
2022-03-25 09:30:00,20220325,93000,"[17613.01790123 17631.18248663 17666.02110054 17682.04768928
 17706.9375     17720.05323505]",[1620. 1496. 2417. 2034. 1440. 1221.]
2022-03-25 09:35:00,20220325,93500,"[17613.01790123 17630.08301158 17641.81516588 17666.02110054
 17682.04768928 17706.9375     17720.05323505]",[1620. 2072. 1899. 2417. 2034. 1440. 1221.]
2022-03-25 09:40:00,20220325,94000,"[17613.01790123 17641.8334004  17666.02110054 17682.04768928
 17706.9375     17720.05323505]",[1620. 2485. 2417. 2034. 1440. 1221.]
2022-03-25 09:45:00,20220325,94500,"[17613.01790123 17641.92998267 17666.02110054 17682.04768928
 17706.9375     17720.05323505]",[1620. 2885. 2417. 2034. 1440. 1221.]
2022-03-25 09:50:00,20220325,95000,"[17613.01790123 17641.95039076 17666.05431937 17681.98199905
 17706.9375     17720.05323505]",[1620. 2943. 3056. 2111. 1440. 1221.]
2022-03-25 09:55:00,20220325,95500,[17641.95039076 17666.94640999 17706.9375     17720.05323505],[2943. 3844. 1440. 1221.]
2022-03-25 10:00:00,20220325,100000,[17641.95039076 17666.94966978 17706.9375     17720.05323505],[2943. 4391. 1440. 1221.]
2022-03-25 10:05:00,20220325,100500,[17642.98969385 17666.94703342 17706.9375     17720.05323505],[3299. 4399. 1440. 1221.]
2022-03-25 10:10:00,20220325,101000,[17641.95683453 17666.94703342 17706.9375     17720.05323505],[3336. 4399. 1440. 1221.]
2022-03-25 10:15:00,20220325,101500,[17641.93094563 17666.94703342 17706.9375     17720.05323505],[3881. 4399. 1440. 1221.]
2022-03-25 10:20:00,20220325,102000,[17641.90548563 17666.94703342 17706.9375     17720.05323505],[4211. 4399. 1440. 1221.]
2022-03-25 10:25:00,20220325,102500,[17641.90548563 17666.94703342 17706.9375     17720.05323505],[4211. 4399. 1440. 1221.]
2022-03-25 10:30:00,20220325,103000,[17641.90548563 17666.94703342 17706.9375     17720.05323505],[4211. 4399. 1440. 1221.]
2022-03-25 10:35:00,20220325,103500,[17641.90548563 17666.94703342 17706.9375     17720.05323505],[4211. 4399. 1440. 1221.]
2022-03-25 10:40:00,20220325,104000,[17641.90548563 17666.94703342 17706.9375     17720.05323505],[4211. 4399. 1440. 1221.]
2022-03-25 10:45:00,20220325,104500,[17641.90548563 17666.94703342 17706.9375     17720.05323505],[4211. 4399. 1440. 1221.]
2022-03-25 10:50:00,20220325,105000,[17641.90548563 17666.94703342 17706.9375     17720.05323505],[4211. 4399. 1440. 1221.]
2022-03-25 10:55:00,20220325,105500,[17641.8903499  17666.94703342 17706.9375     17720.05323505],[4487. 4399. 1440. 1221.]
2022-03-25 11:00:00,20220325,110000,[17642.97355873 17666.94703342 17706.9375     17720.05323505],[4614. 4399. 1440. 1221.]
2022-03-25 11:05:00,20220325,110500,[17642.97105975 17666.94703342 17706.9375     17720.05323505],[4803. 4399. 1440. 1221.]
2022-03-25 11:10:00,20220325,111000,[17641.87114673 17666.94703342 17706.9375     17720.05323505],[4866. 4399. 1440. 1221.]
2022-03-25 11:15:00,20220325,111500,[17641.85260817 17666.94703342 17706.9375    ],[4946. 4399. 1440.]
2022-03-25 11:20:00,20220325,112000,[17641.84924319 17666.94703342 17706.9375    ],[4955. 4399. 1440.]
2022-03-25 11:25:00,20220325,112500,[17641.84924319 17666.94703342 17706.9375    ],[4955. 4399. 1440.]
2022-03-25 11:30:00,20220325,113000,[17641.84924319 17666.94703342 17706.9375    ],[4955. 4399. 1440.]
2022-03-25 11:35:00,20220325,113500,[17628.98513883 17666.94703342 17706.9375    ],[5114. 4399. 1440.]
2022-03-25 11:40:00,20220325,114000,[17628.9770428  17666.94703342 17706.9375    ],[5140. 4399. 1440.]
2022-03-25 11:45:00,20220325,114500,[17628.01283298 17666.94703342 17706.9375    ],[5143. 4399. 1440.]
2022-03-25 11:50:00,20220325,115000,[17627.98541114 17666.94703342 17706.9375    ],[5278. 4399. 1440.]
2022-03-25 11:55:00,20220325,115500,[17627.98269514 17666.94703342 17706.9375    ],[5432. 4399. 1440.]
2022-03-25 12:00:00,20220325,120000,[17627.99083914 17666.94703342 17706.9375    ],[5458. 4399. 1440.]
2022-03-25 12:05:00,20220325,120500,[17628.98569641 17666.94703342 17706.9375    ],[5593. 4399. 1440.]
2022-03-25 12:10:00,20220325,121000,[17631.93645722 17666.94703342 17706.9375    ],[5634. 4399. 1440.]
2022-03-25 12:15:00,20220325,121500,[17641.82852113 17666.94703342 17706.9375    ],[5680. 4399. 1440.]
2022-03-25 12:20:00,20220325,122000,[17634.98299845 17666.94703342 17706.9375    ],[5823. 4399. 1440.]
2022-03-25 12:25:00,20220325,122500,[17631.92481811 17666.94703342],[6185. 4399.]
2022-03-25 12:30:00,20220325,123000,[17631.92044216 17666.94703342],[6423. 4399.]
2022-03-25 12:35:00,20220325,123500,[17631.92044216 17666.94703342],[6423. 4399.]
2022-03-25 12:40:00,20220325,124000,[17634.95110576 17666.94703342],[6647. 4399.]
2022-03-25 12:45:00,20220325,124500,[17634.94801622 17666.94703342],[6906. 4399.]
2022-03-25 12:50:00,20220325,125000,[17634.94801622 17666.91536748],[6906. 4490.]
2022-03-25 12:55:00,20220325,125500,[17634.94801622 17666.91536748],[6906. 4490.]
2022-03-25 13:00:00,20220325,130000,[17634.94801622 17666.91536748],[6906. 4490.]
2022-03-25 13:05:00,20220325,130500,[17634.94801622 17666.91536748],[6906. 4490.]
2022-03-25 13:10:00,20220325,131000,[17634.94801622 17666.91536748],[6906. 4490.]
2022-03-25 13:15:00,20220325,131500,[17646.87737165 17666.91536748],[7168. 4490.]
2022-03-25 13:20:00,20220325,132000,[17646.88954689 17666.91536748],[7261. 4490.]
2022-03-25 13:25:00,20220325,132500,[17646.87628337 17666.91536748],[7792. 4490.]
