date,DATE,TIME,big_vols,big_vols_mv
2021-05-10 08:45:00,20210510,84500,[17361.91423813],[1201.]
2021-05-10 08:50:00,20210510,85000,[17361.83945284],[1389.]
2021-05-10 08:55:00,20210510,85500,[17334.78342246 17361.83945284],[ 748. 1389.]
2021-05-10 09:00:00,20210510,90000,"[17251.80174927 17287.9556541  17314.18651685 17334.78342246
 17361.83945284]",[1372.  902.  445.  748. 1389.]
2021-05-10 09:05:00,20210510,90500,[17251.80174927 17287.0302843  17334.78342246 17361.83945284],[1372. 1618.  748. 1389.]
2021-05-10 09:10:00,20210510,91000,[17254.99703996 17281.83991106 17361.83945284],[2027. 1799. 1389.]
2021-05-10 09:15:00,20210510,91500,[17255.01430976 17274.89664218 17361.83945284],[2376. 1906. 1389.]
2021-05-10 09:20:00,20210510,92000,[17249.15856096 17274.89664218 17361.83945284],[3002. 1906. 1389.]
2021-05-10 09:25:00,20210510,92500,"[17205.91687657 17231.83437827 17249.15856096 17274.89664218
 17361.83945284]",[1588. 1914. 3002. 1906. 1389.]
2021-05-10 09:30:00,20210510,93000,"[17205.9242949  17231.83437827 17249.15856096 17274.89664218
 17361.83945284]",[2021. 1914. 3002. 1906. 1389.]
2021-05-10 09:35:00,20210510,93500,"[17205.90635889 17228.2104494  17249.15856096 17274.89664218
 17361.83945284]",[2296. 2737. 3002. 1906. 1389.]
2021-05-10 09:40:00,20210510,94000,"[17205.90635889 17228.15201523 17249.04888268 17274.89664218
 17361.83945284]",[2296. 3151. 3580. 1906. 1389.]
2021-05-10 09:45:00,20210510,94500,[17205.90635889 17248.16989296],[2296. 4391.]
2021-05-10 09:50:00,20210510,95000,[17205.90635889 17248.20184448],[2296. 4771.]
2021-05-10 09:55:00,20210510,95500,[17205.90635889 17248.20915435],[2296. 4872.]
2021-05-10 10:00:00,20210510,100000,[17205.90635889 17249.12616301],[2296. 5374.]
2021-05-10 10:05:00,20210510,100500,[17205.90635889 17249.12616301],[2296. 5374.]
2021-05-10 10:10:00,20210510,101000,[17205.90635889 17249.12616301],[2296. 5374.]
2021-05-10 10:15:00,20210510,101500,[17205.90635889 17249.12616301 17281.85586562],[2296. 5374. 3691.]
2021-05-10 10:20:00,20210510,102000,[17205.90635889 17249.12535714],[2296. 5600.]
2021-05-10 10:25:00,20210510,102500,[17249.94690838],[6178.]
2021-05-10 10:30:00,20210510,103000,[17249.96167415],[6236.]
2021-05-10 10:35:00,20210510,103500,[17249.97940757],[6313.]
2021-05-10 10:40:00,20210510,104000,[17249.97940757],[6313.]
2021-05-10 10:45:00,20210510,104500,[17249.99484831],[6988.]
2021-05-10 10:50:00,20210510,105000,[17250.00013604],[7351.]
2021-05-10 10:55:00,20210510,105500,[17250.00013604],[7351.]
2021-05-10 11:00:00,20210510,110000,[17250.01417509],[7619.]
2021-05-10 11:05:00,20210510,110500,[17250.00600757],[7657.]
2021-05-10 11:10:00,20210510,111000,[17250.00600757],[7657.]
2021-05-10 11:15:00,20210510,111500,[17250.00600757],[7657.]
2021-05-10 11:20:00,20210510,112000,[17250.00600757],[7657.]
2021-05-10 11:25:00,20210510,112500,[17250.00600757],[7657.]
2021-05-10 11:30:00,20210510,113000,[17249.99870029],[7694.]
2021-05-10 11:35:00,20210510,113500,[17248.18450469],[7783.]
2021-05-10 11:40:00,20210510,114000,[17248.13658355],[8061.]
2021-05-10 11:45:00,20210510,114500,[17248.12808851],[8135.]
2021-05-10 11:50:00,20210510,115000,[17248.12808851],[8135.]
2021-05-10 11:55:00,20210510,115500,[17248.12808851],[8135.]
2021-05-10 12:00:00,20210510,120000,[17248.12808851],[8135.]
2021-05-10 12:05:00,20210510,120500,[17248.12808851],[8135.]
2021-05-10 12:10:00,20210510,121000,[17248.12808851],[8135.]
2021-05-10 12:15:00,20210510,121500,[17248.12808851],[8135.]
2021-05-10 12:20:00,20210510,122000,[17248.12808851],[8135.]
2021-05-10 12:25:00,20210510,122500,[17248.12808851],[8135.]
2021-05-10 12:30:00,20210510,123000,[17229.96625482 17248.12808851],[7527. 8135.]
2021-05-10 12:35:00,20210510,123500,[17248.1307719],[8641.]
2021-05-10 12:40:00,20210510,124000,[17248.189785],[9163.]
2021-05-10 12:45:00,20210510,124500,[17248.189785],[9163.]
2021-05-10 12:50:00,20210510,125000,[17248.189785],[9163.]
2021-05-10 12:55:00,20210510,125500,[17248.19392422],[9184.]
2021-05-10 13:00:00,20210510,130000,[17248.16618794],[9748.]
2021-05-10 13:05:00,20210510,130500,[17248.16311625],[9858.]
2021-05-10 13:10:00,20210510,131000,[17248.16311625],[9858.]
2021-05-10 13:15:00,20210510,131500,[17248.16311625],[9858.]
2021-05-10 13:20:00,20210510,132000,[17229.05396612 17248.16311625],[8913. 9858.]
2021-05-10 13:25:00,20210510,132500,[17228.14082981 17248.16311625],[9231. 9858.]
2021-05-10 13:30:00,20210510,133000,[17228.14082981 17248.16311625],[9231. 9858.]
2021-05-10 13:35:00,20210510,133500,[17228.14279835 17248.16311625],[9720. 9858.]
2021-05-10 13:40:00,20210510,134000,[17229.11382879 17248.16311625],[11693.  9858.]
