date,DATE,TIME,big_vols,big_vols_mv
2022-04-27 08:45:00,20220427,84500,[16221.12436116 16244.17713004 16265.95679497],[ 587.  892. 1273.]
2022-04-27 08:50:00,20220427,85000,[16221.12436116 16244.17713004 16266.0358209 ],[ 587.  892. 1675.]
2022-04-27 08:55:00,20220427,85500,[16221.12436116 16265.94193548],[ 587. 2015.]
2022-04-27 09:00:00,20220427,90000,[16222.07760532 16244.07431421 16265.90889831],[ 902. 2005. 2360.]
2022-04-27 09:05:00,20220427,90500,[16244.07084337 16265.98620901],[2075. 3263.]
2022-04-27 09:10:00,20220427,91000,[16244.07084337 16266.84667011],[2075. 3874.]
2022-04-27 09:15:00,20220427,91500,[16268.02096956],[4435.]
2022-04-27 09:20:00,20220427,92000,[16268.02096956],[4435.]
2022-04-27 09:25:00,20220427,92500,[16268.02096956],[4435.]
2022-04-27 09:30:00,20220427,93000,[16266.88523964],[5237.]
2022-04-27 09:35:00,20220427,93500,[16266.89147999 16298.128367  ],[5446. 2376.]
2022-04-27 09:40:00,20220427,94000,[16266.89147999 16298.10646246],[5446. 2677.]
2022-04-27 09:45:00,20220427,94500,[16266.89147999],[5446.]
2022-04-27 09:50:00,20220427,95000,[16268.06687648],[6355.]
2022-04-27 09:55:00,20220427,95500,[16268.08723341],[6752.]
2022-04-27 10:00:00,20220427,100000,[16268.07215595],[6874.]
2022-04-27 10:05:00,20220427,100500,[16268.07215595],[6874.]
2022-04-27 10:10:00,20220427,101000,[16241.88512912 16268.07215595],[4492. 6874.]
2022-04-27 10:15:00,20220427,101500,[16241.87727071 16268.07215595],[4514. 6874.]
2022-04-27 10:20:00,20220427,102000,[16241.87727071 16268.07215595],[4514. 6874.]
2022-04-27 10:25:00,20220427,102500,[16241.87727071 16268.07215595],[4514. 6874.]
2022-04-27 10:30:00,20220427,103000,[16241.87727071 16268.07215595],[4514. 6874.]
2022-04-27 10:35:00,20220427,103500,[16241.87727071 16268.07215595],[4514. 6874.]
2022-04-27 10:40:00,20220427,104000,[16241.8486084 16268.071252 ],[5641. 6877.]
2022-04-27 10:45:00,20220427,104500,[16241.89968959 16268.071252  ],[6121. 6877.]
2022-04-27 10:50:00,20220427,105000,[16241.89993657 16268.09292221],[6306. 7135.]
2022-04-27 10:55:00,20220427,105500,[16241.89993657 16268.09292221 16298.13036225],[6306. 7135. 4196.]
2022-04-27 11:00:00,20220427,110000,[16241.89993657 16268.09292221],[6306. 7135.]
2022-04-27 11:05:00,20220427,110500,[16241.89993657 16268.09292221 16293.05859692],[6306. 7135. 4932.]
2022-04-27 11:10:00,20220427,111000,[16241.89993657 16268.09292221 16293.03370122],[6306. 7135. 5074.]
2022-04-27 11:15:00,20220427,111500,[16241.89993657 16268.09292221 16298.16555381],[6306. 7135. 5092.]
2022-04-27 11:20:00,20220427,112000,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 11:25:00,20220427,112500,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 11:30:00,20220427,113000,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 11:35:00,20220427,113500,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 11:40:00,20220427,114000,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 11:45:00,20220427,114500,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 11:50:00,20220427,115000,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 11:55:00,20220427,115500,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 12:00:00,20220427,120000,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 12:05:00,20220427,120500,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 12:10:00,20220427,121000,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 12:15:00,20220427,121500,[16241.89993657 16268.09292221 16293.01075091 16328.24396704],[6306. 7135. 6046. 3398.]
2022-04-27 12:20:00,20220427,122000,[16241.89993657 16268.09292221 16293.01075091],[6306. 7135. 6046.]
2022-04-27 12:25:00,20220427,122500,[16241.89993657 16268.09292221 16293.01239465],[6306. 7135. 6051.]
2022-04-27 12:30:00,20220427,123000,[16241.89993657 16268.09292221 16298.14596734],[6306. 7135. 6063.]
2022-04-27 12:35:00,20220427,123500,[16241.89993657 16268.09292221 16293.04264819],[6306. 7135. 6495.]
2022-04-27 12:40:00,20220427,124000,[16241.89993657 16268.09292221 16293.0297075 ],[6306. 7135. 6564.]
2022-04-27 12:45:00,20220427,124500,[16241.89993657 16268.09292221 16293.0297075 ],[6306. 7135. 6564.]
2022-04-27 12:50:00,20220427,125000,[16241.89993657 16268.10037694 16293.0297075 ],[6306. 7163. 6564.]
2022-04-27 12:55:00,20220427,125500,[16241.89993657 16268.15701352 16293.0297075 ],[6306. 8063. 6564.]
2022-04-27 13:00:00,20220427,130000,[16241.86623823 16268.13860676],[6691. 8369.]
2022-04-27 13:05:00,20220427,130500,[16241.89917167 16268.13860676],[7002. 8369.]
2022-04-27 13:10:00,20220427,131000,[16241.89917167 16268.14333954],[7002. 8588.]
2022-04-27 13:15:00,20220427,131500,[16241.89917167 16268.14333954],[7002. 8588.]
2022-04-27 13:20:00,20220427,132000,[16241.89917167 16269.07427801],[7002. 8899.]
2022-04-27 13:25:00,20220427,132500,[16241.89917167 16268.12678649],[7002. 9236.]
2022-04-27 13:30:00,20220427,133000,[16241.89917167 16268.11036892],[7002. 9731.]
2022-04-27 13:35:00,20220427,133500,[16241.89917167 16268.09881024],[7002. 9918.]
2022-04-27 13:40:00,20220427,134000,[16241.89917167 16268.09881024],[7002. 9918.]
