date,DATE,TIME,big_vols,big_vols_mv
2022-07-08 08:45:00,20220708,84500,[14369.23336372 14389.01818182],[1097.  770.]
2022-07-08 08:50:00,20220708,85000,[14348.25491803 14369.23132969 14389.01818182],[1220. 1098.  770.]
2022-07-08 08:55:00,20220708,85500,[14348.88945827 14369.22768974 14389.01818182],[1366. 1199.  770.]
2022-07-08 09:00:00,20220708,90000,[14348.88945827 14370.96639676 14391.33846154],[1366. 2470. 1170.]
2022-07-08 09:05:00,20220708,90500,[14370.96692913 14391.4973607 ],[3175. 1705.]
2022-07-08 09:10:00,20220708,91000,[14348.19568648 14370.98601399 14388.44757666],[1901. 3432. 2022.]
2022-07-08 09:15:00,20220708,91500,[14348.19568648 14370.98601399 14391.55388369],[1901. 3432. 2459.]
2022-07-08 09:20:00,20220708,92000,[14348.19568648 14370.98601399 14391.55388369 14413.05925508],[1901. 3432. 2459. 1772.]
2022-07-08 09:25:00,20220708,92500,[14348.19568648 14370.98601399 14391.55388369 14421.885     ],[1901. 3432. 2459. 1800.]
2022-07-08 09:30:00,20220708,93000,[14348.19568648 14370.98601399 14391.55388369 14421.885     ],[1901. 3432. 2459. 1800.]
2022-07-08 09:35:00,20220708,93500,[14348.19568648 14370.98601399 14391.55388369 14421.885     ],[1901. 3432. 2459. 1800.]
2022-07-08 09:40:00,20220708,94000,[14348.19568648 14370.98601399 14391.55388369 14413.06480249],[1901. 3432. 2459. 2253.]
2022-07-08 09:45:00,20220708,94500,[14348.19568648 14370.98601399 14391.55388369 14421.8304862 ],[1901. 3432. 2459. 2283.]
2022-07-08 09:50:00,20220708,95000,[14348.19568648 14370.98601399 14391.55388369 14441.87077949],[1901. 3432. 2459. 2399.]
2022-07-08 09:55:00,20220708,95500,[14348.19568648 14370.98601399 14391.55388369 14438.04971963],[1901. 3432. 2459. 2675.]
2022-07-08 10:00:00,20220708,100000,[14348.19568648 14370.98601399 14391.55388369 14438.0979418 ],[1901. 3432. 2459. 2818.]
2022-07-08 10:05:00,20220708,100500,"[14348.19568648 14370.98601399 14391.55388369 14438.0979418
 14457.94601288]",[1901. 3432. 2459. 2818. 2019.]
2022-07-08 10:10:00,20220708,101000,"[14348.19568648 14370.98601399 14391.55388369 14438.0979418
 14465.        ]",[1901. 3432. 2459. 2818. 2283.]
2022-07-08 10:15:00,20220708,101500,"[14348.19568648 14370.98601399 14391.55388369 14438.00885217
 14465.01804124]",[1901. 3432. 2459. 3389. 2328.]
2022-07-08 10:20:00,20220708,102000,"[14348.19568648 14370.98601399 14391.55388369 14435.934679
 14465.01804124]",[1901. 3432. 2459. 3567. 2328.]
2022-07-08 10:25:00,20220708,102500,"[14348.19568648 14370.98601399 14391.55388369 14435.94269341
 14465.01804124]",[1901. 3432. 2459. 3839. 2328.]
2022-07-08 10:30:00,20220708,103000,"[14348.19568648 14370.98601399 14391.55388369 14438.02679501
 14467.96556886]",[1901. 3432. 2459. 3844. 2672.]
2022-07-08 10:35:00,20220708,103500,[14348.19568648 14370.98601399 14391.55388369 14438.0459466 ],[1901. 3432. 2459. 4157.]
2022-07-08 10:40:00,20220708,104000,"[14348.19568648 14370.98601399 14391.55388369 14438.0459466
 14468.02357624]",[1901. 3432. 2459. 4157. 3266.]
2022-07-08 10:45:00,20220708,104500,"[14348.19568648 14370.98601399 14391.55388369 14438.03125
 14464.99026764]",[1901. 3432. 2459. 4352. 3288.]
2022-07-08 10:50:00,20220708,105000,"[14348.19568648 14370.98601399 14391.55388369 14412.96017442
 14438.03125    14464.99026764]",[1901. 3432. 2459. 3440. 4352. 3288.]
2022-07-08 10:55:00,20220708,105500,"[14349.03889089 14368.05639098 14391.59948153 14412.97466553
 14438.03125    14464.99026764]",[2777. 3724. 3086. 3513. 4352. 3288.]
2022-07-08 11:00:00,20220708,110000,"[14349.03889089 14368.05639098 14391.59948153 14412.97466553
 14438.03125    14464.99026764]",[2777. 3724. 3086. 3513. 4352. 3288.]
2022-07-08 11:05:00,20220708,110500,"[14328.20593525 14349.03889089 14368.05639098 14391.59948153
 14412.97466553 14438.03125    14464.99026764]",[2224. 2777. 3724. 3086. 3513. 4352. 3288.]
2022-07-08 11:10:00,20220708,111000,"[14349.06670747 14368.05639098 14391.59948153 14412.97466553
 14438.03125    14464.99026764]",[3268. 3724. 3086. 3513. 4352. 3288.]
2022-07-08 11:15:00,20220708,111500,"[14349.09673693 14368.02288506 14391.59948153 14412.97466553
 14438.03125    14464.99026764]",[3463. 3889. 3086. 3513. 4352. 3288.]
2022-07-08 11:20:00,20220708,112000,"[14349.09673693 14368.15235955 14391.59948153 14412.97466553
 14438.03125    14464.99026764]",[3463. 4450. 3086. 3513. 4352. 3288.]
2022-07-08 11:25:00,20220708,112500,"[14349.06458616 14370.94176014 14412.97466553 14438.03125
 14464.99026764]",[3685. 4636. 3513. 4352. 3288.]
2022-07-08 11:30:00,20220708,113000,"[14349.03484923 14368.10382514 14412.97466553 14438.03125
 14464.99026764]",[4046. 4941. 3513. 4352. 3288.]
2022-07-08 11:35:00,20220708,113500,[14349.03484923 14368.1066518  14412.97466553 14438.03125   ],[4046. 5382. 3513. 4352.]
2022-07-08 11:40:00,20220708,114000,[14349.06132188 14368.11839513 14412.97466553 14438.03125   ],[4191. 5583. 3513. 4352.]
2022-07-08 11:45:00,20220708,114500,[14349.04003539 14368.11839513 14412.97466553 14438.03125   ],[4521. 5583. 3513. 4352.]
2022-07-08 11:50:00,20220708,115000,[14349.04003539 14368.11839513 14412.97466553 14438.03125   ],[4521. 5583. 3513. 4352.]
2022-07-08 11:55:00,20220708,115500,[14349.04003539 14368.11839513 14412.97466553 14438.03125   ],[4521. 5583. 3513. 4352.]
2022-07-08 12:00:00,20220708,120000,[14349.06030566 14368.11839513 14412.97466553 14438.03125   ],[4842. 5583. 3513. 4352.]
2022-07-08 12:05:00,20220708,120500,[14349.04438111 14368.11839513 14412.97466553 14438.03125   ],[4912. 5583. 3513. 4352.]
2022-07-08 12:10:00,20220708,121000,[14349.03234937 14368.11839513 14412.97466553 14438.03125   ],[4946. 5583. 3513. 4352.]
2022-07-08 12:15:00,20220708,121500,[14349.03234937 14368.11839513 14412.97466553 14438.03125   ],[4946. 5583. 3513. 4352.]
2022-07-08 12:20:00,20220708,122000,[14349.03234937 14368.11839513 14412.97466553 14438.03125   ],[4946. 5583. 3513. 4352.]
2022-07-08 12:25:00,20220708,122500,[14349.03234937 14368.11839513 14412.97466553 14438.03125   ],[4946. 5583. 3513. 4352.]
2022-07-08 12:30:00,20220708,123000,[14348.17508173 14368.11839513 14412.97466553 14438.03125   ],[5506. 5583. 3513. 4352.]
2022-07-08 12:35:00,20220708,123500,[14348.95552467 14368.11839513 14438.03125   ],[5756. 5583. 4352.]
2022-07-08 12:40:00,20220708,124000,[14348.95964201 14368.11839513 14438.03125   ],[5922. 5583. 4352.]
2022-07-08 12:45:00,20220708,124500,[14348.96171361 14369.06545645 14438.03125   ],[5929. 5729. 4352.]
2022-07-08 12:50:00,20220708,125000,[14348.96171361 14369.06258503 14438.03125   ],[5929. 5880. 4352.]
2022-07-08 12:55:00,20220708,125500,[14348.96171361 14369.06258503 14438.03125   ],[5929. 5880. 4352.]
2022-07-08 13:00:00,20220708,130000,[14348.96171361 14369.06390211 14438.03125   ],[5929. 5884. 4352.]
2022-07-08 13:05:00,20220708,130500,[14348.96171361 14369.06390211 14438.03125   ],[5929. 5884. 4352.]
2022-07-08 13:10:00,20220708,131000,[14348.96171361 14369.06390211 14438.03125   ],[5929. 5884. 4352.]
2022-07-08 13:15:00,20220708,131500,[14348.96171361 14369.06390211 14438.03125   ],[5929. 5884. 4352.]
2022-07-08 13:20:00,20220708,132000,[14348.96171361 14370.93780788 14438.03125   ],[5929. 6496. 4352.]
2022-07-08 13:25:00,20220708,132500,[14348.96171361 14371.78717375 14438.03125   ],[5929. 6705. 4352.]
2022-07-08 13:30:00,20220708,133000,[14348.96171361 14370.93097595 14438.03125   ],[5929. 7070. 4352.]
2022-07-08 13:35:00,20220708,133500,[14348.96171361 14370.92721303 14438.03125   ],[5929. 7309. 4352.]
2022-07-08 13:40:00,20220708,134000,[14331.84614207 14348.9876413  14370.92721303 14438.03125   ],[6532. 6635. 7309. 4352.]
