date,DATE,TIME,big_vols,big_vols_mv
2021-05-20 08:45:00,20210520,84500,[16068.34716157 16079.35903337 16096.04506438],[458. 869. 466.]
2021-05-20 08:50:00,20210520,85000,[16053.08823529 16067.96969697 16079.35903337 16096.04506438],[918. 693. 869. 466.]
2021-05-20 08:55:00,20210520,85500,[16050.95003785 16079.35903337],[1321.  869.]
2021-05-20 09:00:00,20210520,90000,[15966.05777166 16050.87242991 16079.35903337],[ 727. 2140.  869.]
2021-05-20 09:05:00,20210520,90500,[15975.01272265 15999.97232472 16050.87242991 16079.35903337],[ 786. 1084. 2140.  869.]
2021-05-20 09:10:00,20210520,91000,[16009.09162821 16050.87242991 16079.35903337],[1517. 2140.  869.]
2021-05-20 09:15:00,20210520,91500,[15968.06050306 16009.09162821 16050.87242991 16079.35903337],[1471. 1517. 2140.  869.]
2021-05-20 09:20:00,20210520,92000,[15971.92903575 16001.87139108 16050.87242991 16079.35903337],[1846. 1905. 2140.  869.]
2021-05-20 09:25:00,20210520,92500,[15971.91654394 16003.08864629 16050.87242991 16079.35903337],[2037. 2290. 2140.  869.]
2021-05-20 09:30:00,20210520,93000,[15969.03543469 15999.98100173 16050.87242991 16079.35903337],[2427. 2316. 2140.  869.]
2021-05-20 09:35:00,20210520,93500,[15969.03367267 15999.95678271 16026.8700495  16050.03737055],[2554. 2499. 1616. 2221.]
2021-05-20 09:40:00,20210520,94000,[15969.03367267 16010.94413408 16028.01075269 16051.66584939],[2554. 2506. 1953. 2855.]
2021-05-20 09:45:00,20210520,94500,[15969.03367267 16010.94413408 16028.03554502 16051.73358959],[2554. 2506. 2110. 3382.]
2021-05-20 09:50:00,20210520,95000,[15969.03367267 16010.94413408 16028.14667781 16051.74455611],[2554. 2506. 2393. 3582.]
2021-05-20 09:55:00,20210520,95500,[15969.03367267 16010.99561243 16028.0949848  16051.71790723],[2554. 2735. 2632. 3708.]
2021-05-20 10:00:00,20210520,100000,[15969.03367267 15999.97078023 16028.11429621 16051.71790723],[2554. 3217. 2721. 3708.]
2021-05-20 10:05:00,20210520,100500,[15969.03367267 16010.98067916 16028.11718236 16051.71790723],[2554. 3416. 3038. 3708.]
2021-05-20 10:10:00,20210520,101000,[15969.99055283 16010.98427152 16028.12181303 16051.71790723],[2858. 3624. 3177. 3708.]
2021-05-20 10:15:00,20210520,101500,[15970.01026958 16010.98427152 16028.12181303 16051.71790723],[3116. 3624. 3177. 3708.]
2021-05-20 10:20:00,20210520,102000,[15970.02284558 16010.98427152 16028.12181303 16051.71790723],[3458. 3624. 3177. 3708.]
2021-05-20 10:25:00,20210520,102500,[15971.87130095 16010.98427152 16028.12181303 16051.71790723],[3582. 3624. 3177. 3708.]
